Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2016-03-31,2012.36,0.0,2012.36,0.0,1634.76,-131.51,40.76,20.12,454.29,-6.06,252.23,246.17,173.82,72.35,-3.52,68.83,-1.67,70.5,0.0,70.5,109.98,0.64,0.64,0.0,0.0,0.0,0.0,0.0
2016-06-30,2133.07,12.8,2145.87,0.0,1426.13,107.83,67.5,18.96,300.86,224.59,225.68,450.27,209.64,240.63,0.0,240.63,43.72,196.91,0.0,196.91,109.98,1.79,1.79,0.0,0.0,0.0,0.0,0.0
2016-09-30,1796.17,1.56,1797.73,0.0,1481.71,-71.08,64.23,19.23,203.66,99.98,209.16,309.14,203.42,105.72,0.0,105.72,25.03,80.69,0.0,80.69,109.98,0.73,0.73,0.0,0.0,0.0,0.0,0.0
2016-12-31,1866.68,0.21,1866.89,0.0,1711.51,-276.57,60.68,19.76,278.2,73.31,152.19,225.5,194.33,31.17,0.0,31.17,56.31,-25.14,0.0,-25.14,109.98,-0.23,-0.23,0.0,0.0,0.0,0.0,0.0
2017-03-31,2784.52,0.0,2784.52,0.0,2173.44,177.66,54.66,20.91,265.24,92.61,100.14,192.75,184.32,8.43,0.0,8.43,39.25,-30.82,0.0,-30.82,109.98,-0.28,-0.28,0.0,0.0,0.0,0.0,0.0
2017-06-30,3023.85,0.0,3023.85,0.0,2599.95,30.64,65.27,20.58,231.48,75.93,121.8,197.73,166.27,31.46,0.0,31.46,8.49,22.97,0.0,22.97,109.98,0.21,0.21,0.0,0.0,0.0,0.0,0.0
2017-09-30,2406.12,0.0,2406.12,0.0,2303.16,-228.55,67.55,20.83,184.69,58.44,117.16,175.6,192.0,-16.4,0.0,-16.4,0.0,-16.4,0.0,-16.4,109.98,-0.15,-0.15,0.0,0.0,0.0,0.0,0.0
2017-12-31,2890.56,0.0,2890.56,0.0,2455.03,-46.62,50.49,22.65,202.09,206.92,118.34,325.26,154.84,170.42,0.0,170.42,41.11,129.31,0.0,129.31,109.98,1.18,1.18,0.0,0.0,0.0,0.0,0.0
2018-03-31,2798.87,0.0,2798.87,0.0,2691.56,-502.86,52.03,23.35,266.17,268.62,259.17,527.79,204.29,323.5,-181.05,142.45,51.46,90.99,-29.83,61.16,109.98,0.56,0.56,0.0,0.0,0.0,0.0,0.0
2018-06-30,2686.51,0.0,2686.51,0.0,1886.17,285.54,67.95,21.55,366.13,59.17,88.16,147.33,152.19,-4.86,0.0,-4.86,2.3,-7.16,0.0,-7.16,109.98,-0.07,-0.07,0.0,0.0,0.0,0.0,0.0
2018-09-30,3078.16,0.0,3078.16,0.0,3278.77,-693.64,64.7,21.23,355.79,51.31,91.65,142.96,142.8,0.16,-25.0,-24.84,0.0,-24.84,0.02,-24.82,109.98,-0.23,-0.23,0.0,0.0,0.0,0.0,0.0
2018-12-31,4510.16,0.0,4510.16,0.0,3360.62,393.75,64.84,24.05,430.04,236.86,110.75,347.61,152.34,195.27,0.0,195.27,7.22,188.05,0.0,188.05,109.98,1.71,1.71,0.0,0.0,0.0,0.0,0.0
2019-03-31,5277.44,0.0,5277.44,0.0,4712.89,-590.93,42.01,34.36,576.91,502.2,91.74,593.94,133.74,460.2,4.18,464.38,133.19,331.19,0.0,331.19,109.98,3.01,3.01,0.0,0.0,0.0,0.0,0.0
2019-06-30,5436.36,0.0,5436.36,0.0,3461.12,889.96,65.32,30.03,604.28,385.65,76.64,462.29,80.02,382.27,315.34,697.61,228.82,468.79,0.0,468.79,109.98,4.26,4.26,0.0,0.0,0.0,0.0,0.0
2019-09-30,2946.11,0.0,2946.11,0.0,2254.94,104.59,69.79,29.98,444.8,42.01,106.71,148.72,78.21,70.51,0.0,70.51,-32.13,102.64,0.0,102.64,109.98,0.93,0.93,0.0,0.0,0.0,0.0,0.0
2019-12-31,3825.64,0.0,3825.64,0.0,3048.07,-209.49,70.23,29.97,544.99,341.87,81.27,423.14,108.63,314.51,0.0,314.51,106.43,208.08,0.0,208.08,109.98,1.89,1.89,0.0,0.0,0.0,0.0,0.0
2020-03-31,4000.59,0.0,4000.59,0.0,3539.59,-408.8,70.53,30.99,912.9,-144.62,145.71,1.09,114.15,-113.06,0.0,-113.06,-32.46,-80.6,0.0,-80.6,109.98,-0.73,-0.73,0.0,0.0,0.0,0.0,0.0
2020-06-30,1991.84,0.0,1991.84,0.0,1385.03,254.78,84.47,30.48,312.74,-75.66,109.15,33.49,110.2,-76.71,0.0,-76.71,4.63,-81.34,0.0,-81.34,109.98,-0.74,-0.74,0.0,0.0,0.0,0.0,0.0
2020-09-30,2576.25,0.0,2576.25,0.0,1713.08,235.27,93.5,30.55,258.86,244.99,136.98,381.97,114.55,267.42,0.0,267.42,61.26,206.16,0.0,206.16,109.98,1.87,1.87,0.0,0.0,0.0,0.0,0.0
2020-12-31,4078.92,0.0,4078.92,0.0,3706.56,-442.3,70.91,30.43,408.86,304.46,104.81,409.27,150.7,258.57,-79.44,179.13,61.96,117.17,0.0,117.17,109.98,1.07,1.07,0.0,0.0,0.0,0.0,0.0
2021-03-31,4711.73,0.0,4711.73,0.0,3320.36,386.28,63.28,30.05,503.41,408.35,40.98,449.33,130.48,318.85,-133.41,185.44,58.6,126.84,0.0,126.84,109.98,1.15,1.15,0.0,0.0,0.0,0.0,0.0
2021-06-30,4989.53,0.0,4989.53,0.0,4676.67,-714.28,83.13,30.03,500.56,413.42,103.41,516.83,114.75,402.08,0.0,402.08,145.31,256.77,0.0,256.77,109.98,2.33,2.33,0.0,0.0,0.0,0.0,0.0
2021-09-30,4966.74,0.0,4966.74,0.0,4444.75,-475.83,98.02,30.48,448.64,420.68,129.37,550.05,131.28,418.77,0.0,418.77,145.07,273.7,0.0,273.7,109.98,2.49,2.49,0.0,0.0,0.0,0.0,0.0
2021-12-31,8059.9,0.0,8059.9,0.0,8327.94,-918.11,99.05,30.83,540.2,-20.01,114.71,94.7,144.64,-49.94,0.0,-49.94,-13.48,-36.46,0.0,-36.46,109.98,-0.33,-0.33,0.0,0.0,0.0,0.0,0.0
2022-03-31,8807.88,0.0,8807.88,0.0,9158.96,-1635.09,101.63,33.39,781.99,367.0,156.01,523.01,180.66,342.35,0.0,342.35,115.65,226.7,0.0,226.7,109.98,2.06,2.06,0.0,0.0,0.0,0.0,0.0
2022-06-30,20318.47,0.0,20318.47,0.0,22582.19,-4845.73,235.78,32.2,1784.52,529.51,223.17,752.68,151.24,601.44,0.0,601.44,158.5,442.94,0.0,442.94,114.0,3.95,3.95,0.0,0.0,0.0,0.0,0.0
2022-09-30,22136.67,0.0,22136.67,0.0,16886.28,2380.4,125.72,33.23,2215.33,495.71,300.78,796.49,161.46,635.03,0.0,635.03,165.83,469.2,0.0,469.2,114.0,4.11,4.11,0.0,0.0,0.0,0.0,0.0
2022-12-31,12142.15,0.0,12142.15,0.0,8442.14,2030.24,140.36,31.9,1287.0,210.51,373.25,583.76,210.5,373.26,0.0,373.26,103.55,269.71,0.0,269.71,114.0,2.36,2.36,0.0,0.0,0.0,0.0,0.0
2023-03-31,12727.42,0.0,12727.42,0.0,9311.81,1193.03,150.04,33.71,1591.45,447.38,370.31,817.69,142.01,675.68,-71.67,604.01,163.13,440.88,0.0,440.88,114.0,3.87,3.87,0.0,0.0,0.0,0.0,0.0
2023-06-30,11293.12,0.0,11293.12,0.0,8076.32,1202.97,199.62,34.39,1230.33,549.49,356.53,906.02,117.15,788.87,0.0,788.87,201.59,587.28,0.0,587.28,114.0,5.15,5.15,0.0,0.0,0.0,0.0,0.0
2023-09-30,9313.0,0.0,9313.0,0.0,6626.11,815.04,177.39,35.28,1095.09,564.09,587.09,1151.18,145.98,1005.2,0.0,1005.2,243.41,761.79,0.0,761.79,114.0,6.68,6.68,0.0,0.0,0.0,0.0,0.0
2023-12-31,11246.93,0.0,11246.93,0.0,9657.12,-715.69,154.01,35.51,1360.65,755.33,377.11,1132.44,167.9,964.54,0.0,964.54,246.08,718.46,0.0,718.46,114.0,6.31,6.31,0.0,0.0,0.0,0.0,0.0
2024-03-31,9210.18,0.0,9210.18,0.0,6671.23,-214.72,171.14,37.41,1647.32,897.8,346.48,1244.28,207.82,1036.46,0.0,1036.46,261.2,775.26,1.45,776.71,114.0,6.81,6.81,0.0,0.0,0.0,0.0,0.0
2024-06-30,7800.75,0.0,7800.75,0.0,5375.35,193.3,312.59,37.57,1209.0,672.94,321.13,994.07,172.72,821.35,0.0,821.35,215.33,606.02,-3.76,602.26,114.0,5.28,5.28,0.0,0.0,0.0,0.0,0.0
2024-09-30,6586.92,0.0,6586.92,0.0,4538.66,-29.69,182.81,38.73,1156.62,699.79,358.81,1058.6,206.44,852.16,0.0,852.16,218.63,633.53,-5.54,627.99,114.0,5.51,5.51,0.0,0.0,0.0,0.0,0.0
2024-12-31,6156.76,0.0,6156.76,0.0,3448.55,897.31,161.68,37.56,1024.1,587.56,429.92,1017.48,289.84,727.64,0.0,727.64,189.39,538.25,-3.66,534.59,115.42,4.67,4.67,0.0,0.0,0.0,0.0,0.0
2025-03-31,6164.55,0.0,6164.55,0.0,3999.01,44.43,181.91,40.98,1419.96,478.26,494.21,972.47,339.58,632.89,3870.04,4502.93,227.54,4275.39,0.0,4275.39,115.42,37.04,37.04,0.0,0.0,0.0,0.0,0.0
