Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,881.22,5.88,887.1,554.83,3.19,-52.49,33.04,24.75,25.42,136.54,161.82,1.05,162.87,6.1,156.77,25.93,182.7,58.99,123.71,123.71,19.33,12.8,12.8,4.41,45.63,5.26,100.0,54.37
2012-12-31,698.4,6.33,704.73,372.08,2.39,12.85,26.28,26.2,27.24,109.14,128.55,0.4,128.95,4.3,124.65,-14.49,110.16,35.75,74.41,74.41,19.33,7.7,7.7,4.41,45.63,5.26,100.0,54.37
2013-03-31,773.96,5.34,779.3,411.17,1.11,15.05,26.19,31.41,32.13,138.49,123.75,13.78,137.53,3.48,134.05,0.0,134.05,49.42,84.63,84.63,19.33,8.75,8.75,4.03,41.7,5.63,100.0,58.3
2013-06-30,807.44,8.44,815.88,413.44,1.18,11.57,27.84,31.66,35.3,151.46,143.43,17.05,160.48,5.64,154.84,0.0,154.84,52.4,102.44,102.44,19.33,10.6,10.6,4.03,41.7,5.63,100.0,58.3
2013-09-30,830.3,9.28,839.58,399.56,1.69,-0.65,27.54,30.2,39.25,178.89,163.1,4.39,167.49,5.58,161.91,0.0,161.91,53.97,107.94,107.94,19.33,11.17,11.17,4.03,41.7,5.63,100.0,58.3
2013-12-31,867.32,17.1,884.42,398.99,1.41,9.95,28.54,36.03,42.54,180.6,186.36,5.23,191.59,5.88,185.71,0.0,185.71,61.86,123.85,123.85,19.33,12.81,12.81,4.03,41.7,5.63,100.0,58.3
2014-03-31,1030.63,6.21,1036.84,500.0,1.26,-17.39,33.07,40.69,47.87,211.33,220.01,3.11,223.12,7.87,215.25,0.0,215.25,61.1,154.15,154.15,19.33,15.95,15.95,4.03,41.7,5.63,100.0,58.3
2014-06-30,948.07,12.91,960.98,484.78,1.59,0.7,32.93,47.45,56.7,154.9,181.93,1.05,182.98,11.66,171.32,0.0,171.32,55.91,115.41,115.41,19.33,11.94,11.94,4.03,41.7,5.63,100.0,58.3
2014-09-30,875.47,5.84,881.31,484.48,2.0,-25.14,32.66,45.03,59.51,134.8,147.97,1.12,149.09,14.89,134.2,0.0,134.2,44.04,90.16,90.16,19.33,9.33,9.33,4.03,41.7,5.63,100.0,58.3
2014-12-31,949.44,10.84,960.28,470.74,2.41,9.48,39.85,50.34,65.78,123.37,198.31,3.28,201.59,11.05,190.54,0.0,190.54,60.64,129.9,129.9,19.33,13.44,13.44,4.03,41.7,5.63,100.0,58.3
2015-03-31,888.16,5.31,893.47,449.86,1.28,32.99,36.26,47.46,57.17,33.74,234.71,5.88,240.59,8.27,232.32,0.0,232.32,78.02,154.3,154.3,19.33,15.96,15.96,4.03,41.7,5.63,100.0,58.3
2015-06-30,820.81,4.71,825.52,403.28,1.98,-16.15,34.78,50.56,64.39,105.47,181.21,52.17,233.38,9.16,224.22,0.0,224.22,72.45,151.77,151.77,19.33,15.7,15.7,4.03,41.7,5.63,100.0,58.3
2015-09-30,778.17,8.68,786.85,302.14,1.32,23.59,29.34,49.5,69.88,133.0,178.08,10.66,188.74,8.19,180.55,0.0,180.55,55.54,125.01,125.01,19.33,12.94,12.94,4.03,41.7,5.63,100.0,58.3
