Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,164.88,3.4,168.28,72.99,31.97,-1.98,12.17,3.53,32.62,16.98,2.08,19.06,0.3,18.76,0.0,18.76,5.46,13.3,13.3,63.72,2.09,2.09,1.27,19.98,5.1,100.0,80.02
2012-12-31,173.27,1.54,174.81,69.41,42.59,-6.49,13.73,3.48,39.51,12.58,0.81,13.39,0.26,13.13,0.0,13.13,4.22,8.91,8.91,63.72,1.4,1.4,1.27,19.98,5.1,100.0,80.02
2013-03-31,170.45,4.07,174.52,59.38,26.5,14.86,13.45,3.45,35.32,21.56,1.07,22.63,0.44,22.19,0.0,22.19,7.06,15.13,15.13,63.72,2.37,2.37,1.27,19.98,5.1,100.0,80.02
2013-06-30,168.32,1.94,170.26,60.46,44.73,-3.83,14.45,3.67,36.21,14.57,3.33,17.9,0.28,17.62,0.0,17.62,5.52,12.1,12.1,67.99,1.78,1.78,1.7,25.0,5.1,100.0,75.0
2013-09-30,175.82,3.29,179.11,59.53,52.92,-2.81,14.72,3.73,38.22,12.8,6.47,19.27,0.19,19.08,0.0,19.08,5.87,13.21,13.21,67.99,1.94,1.94,1.7,25.0,5.1,100.0,75.0
2013-12-31,172.26,2.2,174.46,53.7,50.77,12.35,13.07,4.2,34.88,5.49,0.92,6.41,0.16,6.25,0.0,6.25,1.68,4.57,4.57,67.99,0.67,0.67,1.7,25.0,5.1,100.0,75.0
2014-03-31,193.82,2.49,196.31,65.43,57.54,-5.11,10.66,4.22,40.69,22.88,0.11,22.99,0.24,22.75,0.0,22.75,7.88,14.87,14.87,67.99,2.19,2.19,1.7,25.0,5.1,100.0,75.0
2014-06-30,226.21,1.96,228.17,69.95,64.76,-7.06,16.0,4.26,42.49,37.77,1.39,39.16,0.15,39.01,0.0,39.01,13.06,25.95,25.95,67.99,3.82,3.82,1.7,25.0,5.1,100.0,75.0
2014-09-30,231.65,2.34,233.99,82.68,63.36,-6.13,16.39,4.15,44.44,29.1,2.09,31.19,0.12,31.07,0.0,31.07,10.32,20.75,20.75,67.99,3.05,3.05,1.7,25.0,5.1,100.0,75.0
2014-12-31,226.22,1.91,228.13,81.93,62.62,-3.29,18.0,4.1,42.26,22.51,2.78,25.29,0.15,25.14,0.0,25.14,8.38,16.76,16.76,67.99,2.47,2.47,1.7,25.0,5.1,100.0,75.0
