Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2019-03-31,2898.36,73.5,2971.86,633.28,320.3,-108.06,408.95,108.89,809.87,798.63,48.11,846.74,7.99,838.75,2.24,840.99,298.21,542.78,542.78,90.5,11.95,11.9,0.0,0.0,0.0,0.0,0.0
2019-06-30,2878.91,61.89,2940.8,667.06,390.86,32.82,399.31,129.26,759.53,561.96,57.27,619.23,10.46,608.77,0.0,608.77,162.84,445.93,445.93,90.52,9.86,9.82,0.0,0.0,0.0,0.0,0.0
2019-09-30,2823.71,61.65,2885.36,692.12,378.48,-4.45,448.87,132.5,794.96,442.88,127.99,570.87,11.84,559.03,-379.18,179.85,42.05,137.8,137.8,90.53,3.04,3.03,0.0,0.0,0.0,0.0,0.0
2019-12-31,2664.09,51.81,2715.9,711.55,359.71,-21.23,422.62,132.21,844.43,266.61,86.8,353.41,18.91,334.5,-380.03,-45.53,35.94,-81.47,-81.47,90.58,-1.8,-1.8,0.0,0.0,0.0,0.0,0.0
2020-03-31,2439.12,44.76,2483.88,682.49,353.72,-35.86,432.42,124.78,815.7,110.63,209.91,320.54,11.38,309.16,0.0,309.16,83.87,225.29,225.29,90.6,4.98,4.95,0.0,0.0,0.0,0.0,0.0
2020-06-30,2695.08,0.0,2695.08,663.48,414.49,-84.64,442.09,125.14,664.36,470.16,34.01,504.17,8.68,495.49,0.0,495.49,131.91,363.58,363.58,90.62,8.03,7.99,0.0,0.0,0.0,0.0,0.0
2020-09-30,2990.07,52.53,3042.6,747.61,444.11,-47.6,423.05,125.6,877.65,472.18,25.29,497.47,9.13,488.34,0.0,488.34,127.91,360.43,360.43,90.65,7.95,7.92,0.0,0.0,0.0,0.0,0.0
2020-12-31,2779.1,23.37,2802.47,725.33,350.3,13.93,435.65,127.08,869.83,280.35,22.22,302.57,10.5,292.07,0.0,292.07,73.82,218.25,218.25,90.7,4.82,4.79,0.0,0.0,0.0,0.0,0.0
2021-03-31,2515.96,0.0,2515.96,604.8,314.05,36.45,395.07,125.01,740.54,300.04,66.07,366.11,12.31,353.8,0.0,353.8,37.44,316.36,316.36,90.74,6.98,6.95,0.0,0.0,0.0,0.0,0.0
2021-06-30,3314.12,0.0,3314.12,626.54,496.23,1.22,503.61,125.36,721.6,839.56,24.63,864.19,14.82,849.37,0.0,849.37,203.5,645.87,645.87,90.78,14.23,14.18,0.0,0.0,0.0,0.0,0.0
2021-09-30,2798.76,71.41,2870.17,747.57,511.73,-168.15,469.76,129.9,2708.21,-1528.85,74.68,-1454.17,18.26,-1472.43,0.0,-1472.43,-143.31,-1329.12,-1329.12,90.81,-29.28,-29.28,0.0,0.0,0.0,0.0,0.0
2021-12-31,2663.2,68.79,2731.99,767.27,471.14,-53.39,494.57,127.91,844.17,80.32,35.47,115.79,15.81,99.98,0.0,99.98,-430.46,530.44,530.44,90.84,11.68,11.65,0.0,0.0,0.0,0.0,0.0
2022-03-31,2503.67,351.72,2855.39,675.52,413.64,-22.06,450.22,131.02,837.07,369.98,16.15,386.13,24.58,361.55,0.0,361.55,397.44,-35.89,-35.89,90.9,-0.79,-0.79,0.0,0.0,0.0,0.0,0.0
2022-06-30,2684.19,48.3,2732.49,696.12,434.54,42.82,504.95,130.35,765.36,158.35,6.48,164.83,19.87,144.96,0.0,144.96,27.78,117.18,117.18,90.93,2.58,2.57,0.0,0.0,0.0,0.0,0.0
2022-09-30,2828.96,0.0,2828.96,838.81,373.65,24.98,489.73,137.76,788.13,175.9,15.37,191.27,18.38,172.89,0.0,172.89,24.27,148.62,148.62,90.94,3.27,3.26,0.0,0.0,0.0,0.0,0.0
2022-12-31,2861.11,0.0,2861.11,827.69,393.66,-28.92,477.33,134.03,976.22,81.1,17.1,98.2,30.75,67.45,0.0,67.45,27.05,40.4,40.4,90.96,0.89,0.87,0.0,0.0,0.0,0.0,0.0
2023-03-31,2744.56,91.71,2836.27,788.58,323.85,81.91,462.13,146.2,917.62,115.98,55.3,171.28,29.44,141.84,0.0,141.84,22.83,119.01,119.01,91.0,2.62,2.59,0.0,0.0,0.0,0.0,0.0
2023-06-30,3495.64,0.0,3495.64,829.64,455.54,-38.83,523.79,140.05,1020.48,564.97,27.74,592.71,16.18,576.53,0.0,576.53,99.57,476.96,476.96,91.02,10.48,10.44,0.0,0.0,0.0,0.0,0.0
2023-09-30,3560.23,99.0,3659.23,855.88,469.29,-98.76,532.18,149.48,1065.4,685.76,25.6,711.36,15.32,696.04,0.0,696.04,147.43,548.61,548.61,91.05,12.06,12.01,0.0,0.0,0.0,0.0,0.0
2023-12-31,4115.75,0.0,4115.75,836.97,364.47,132.47,522.47,145.18,1042.03,1072.16,23.16,1095.32,11.36,1083.96,0.0,1083.96,167.52,916.44,916.44,91.07,20.14,20.05,0.0,0.0,0.0,0.0,0.0
2024-03-31,3331.72,64.16,3395.88,884.81,344.56,-10.81,517.07,290.04,959.9,410.31,31.34,441.65,13.49,428.16,0.0,428.16,44.08,384.08,384.08,91.14,8.43,8.4,0.0,0.0,0.0,0.0,0.0
2024-06-30,4084.0,83.63,4167.63,973.3,325.41,-34.48,588.77,141.42,1114.96,1058.25,38.22,1096.47,13.55,1082.92,0.0,1082.92,193.74,889.18,889.18,91.19,19.51,19.44,0.0,0.0,0.0,0.0,0.0
2024-09-30,3931.73,174.47,4106.2,907.04,312.43,109.75,594.51,145.77,1067.72,968.98,32.62,1001.6,17.55,984.05,0.0,984.05,176.29,807.76,807.76,91.23,17.71,17.66,0.0,0.0,0.0,0.0,0.0
2024-12-31,4208.0,0.0,4208.0,912.78,331.27,-87.97,576.37,152.52,1064.5,1258.53,55.3,1313.83,19.55,1294.28,-77.22,1217.06,232.39,984.67,984.67,91.25,21.58,21.52,0.0,0.0,0.0,0.0,0.0
2025-03-31,4382.69,102.98,4485.67,923.6,277.74,-25.65,552.42,207.98,1011.43,1538.15,48.79,1586.94,33.85,1553.09,0.0,1553.09,261.74,1291.35,1291.35,91.32,28.3,28.21,0.0,0.0,0.0,0.0,0.0
