Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,480.72,0.0,480.72,323.31,0.0,12.68,12.35,9.41,77.29,45.68,8.96,54.64,2.24,52.4,0.0,52.4,9.07,43.33,43.33,35.27,6.14,6.14,3.14,44.57,3.91,100.0,55.43
2012-12-31,391.62,0.0,391.62,317.68,0.0,-43.84,11.03,9.13,73.0,24.62,15.2,39.82,1.75,38.07,0.0,38.07,9.67,28.4,28.4,35.27,4.03,4.03,3.14,44.53,3.91,100.0,55.47
2013-03-31,328.7,0.0,328.7,178.75,0.0,73.34,8.23,9.34,67.15,-8.11,26.99,18.88,0.91,17.97,0.0,17.97,1.74,16.23,16.23,35.27,2.3,2.3,3.14,44.45,3.92,100.0,55.55
2013-06-30,327.35,0.0,327.35,190.78,0.0,32.8,11.19,9.46,59.72,23.4,11.96,35.36,0.55,34.81,0.0,34.81,7.23,27.58,27.58,35.17,3.92,3.92,3.12,44.3,3.92,100.0,55.7
2013-09-30,284.39,0.0,284.39,198.29,0.0,1.89,9.91,9.45,48.34,16.51,9.92,26.43,0.24,26.19,0.0,26.19,6.03,20.16,20.16,34.81,2.9,2.9,3.04,43.72,3.92,100.0,56.28
2013-12-31,266.78,0.0,266.78,197.93,0.0,-7.69,10.05,9.37,52.32,4.8,19.09,23.89,0.59,23.3,0.0,23.3,2.31,20.99,20.99,34.33,3.06,3.06,2.95,42.93,3.92,100.0,57.07
2014-03-31,326.65,0.0,326.65,229.53,0.0,11.55,8.62,8.67,62.1,6.18,22.24,28.42,1.35,27.07,0.0,27.07,-1.32,28.39,28.39,34.14,4.09,4.09,2.91,42.61,3.92,100.0,57.39
2014-06-30,269.0,0.0,269.0,226.01,0.0,-39.19,10.0,9.8,57.31,5.07,21.2,26.27,0.64,25.63,0.0,25.63,3.15,22.48,22.48,33.5,3.24,3.24,2.78,41.52,3.92,100.0,58.48
2014-09-30,363.94,0.0,363.94,294.56,0.0,-40.61,10.32,5.07,72.8,21.8,20.96,42.76,1.19,41.57,0.0,41.57,6.66,34.91,34.91,33.5,5.03,5.03,2.78,41.52,3.92,100.0,58.48
2014-12-31,349.62,0.0,349.62,236.18,0.0,-1.27,10.76,7.3,68.32,28.33,18.06,46.39,0.6,45.79,0.0,45.79,10.76,35.03,35.03,33.5,5.05,5.05,2.78,41.53,3.92,100.0,58.48
2015-03-31,358.57,6.17,364.74,230.72,0.0,40.92,11.17,7.07,57.51,17.35,30.46,47.81,1.17,46.64,0.0,46.64,16.5,30.14,30.14,33.5,4.5,4.5,2.78,41.53,3.92,100.0,58.47
2015-06-30,237.6,0.61,238.21,136.59,0.0,62.6,11.11,7.45,44.41,-23.95,12.98,-10.97,0.63,-11.6,0.0,-11.6,-3.26,-8.34,-8.34,33.5,-1.24,-1.24,2.76,41.16,3.94,100.0,58.84
2015-09-30,263.28,0.74,264.02,225.89,0.0,-32.89,11.59,7.24,56.77,-4.58,10.91,6.33,0.54,5.79,0.0,5.79,1.53,4.26,4.26,33.5,0.64,0.64,2.76,41.16,3.94,100.0,58.84
2015-12-31,190.02,0.54,190.56,103.97,0.0,34.8,11.41,7.49,40.21,-7.32,14.75,7.43,0.52,6.91,0.0,6.91,1.96,4.95,4.95,33.5,0.74,0.74,0.0,0.0,0.0,0.0,0.0
2016-03-31,325.04,1.34,326.38,233.77,0.0,-22.1,11.21,6.48,56.88,40.14,26.0,66.14,0.81,65.33,0.0,65.33,27.04,38.29,38.29,33.5,5.71,5.71,0.0,0.0,0.0,0.0,0.0
2016-06-30,287.7,0.71,288.41,186.8,0.0,11.39,11.58,17.37,49.41,11.86,24.27,36.13,1.11,35.02,0.0,35.02,11.12,23.9,23.9,33.5,3.57,3.57,0.0,0.0,0.0,0.0,0.0
2016-09-30,303.98,0.89,304.87,187.45,0.0,1.12,11.87,17.45,45.01,41.97,19.31,61.28,1.25,60.03,0.0,60.03,21.21,38.82,38.82,33.5,5.79,5.79,0.0,0.0,0.0,0.0,0.0
2016-12-31,380.86,1.44,382.3,254.38,0.0,-10.44,12.81,17.39,66.02,42.14,25.39,67.53,2.29,65.24,0.0,65.24,21.59,43.65,43.65,33.5,6.51,6.51,0.0,0.0,0.0,0.0,0.0
2017-03-31,450.5,2.15,452.65,284.21,0.0,5.96,16.23,17.17,74.04,55.04,16.04,71.08,5.66,65.42,0.0,65.42,26.27,39.15,39.15,33.5,5.84,5.84,0.0,0.0,0.0,0.0,0.0
2017-06-30,448.48,1.81,450.29,319.27,0.44,-26.72,15.39,17.99,81.11,42.81,17.56,60.37,2.06,58.31,0.0,58.31,21.06,37.25,37.25,33.5,5.56,5.56,0.0,0.0,0.0,0.0,0.0
2017-09-30,482.69,1.28,483.97,349.66,0.0,-20.01,16.11,18.63,78.17,41.41,15.07,56.48,2.22,54.26,0.0,54.26,20.28,33.98,33.98,33.5,5.07,5.07,0.0,0.0,0.0,0.0,0.0
2017-12-31,562.19,1.47,563.66,358.25,11.43,30.26,14.81,18.64,87.88,42.39,19.06,61.45,4.61,56.84,0.0,56.84,18.07,38.77,38.77,33.5,5.79,5.79,0.0,0.0,0.0,0.0,0.0
2018-03-31,630.12,1.22,631.34,404.48,1.91,-30.31,15.72,19.19,115.18,105.17,15.61,120.78,-0.2,120.98,0.0,120.98,32.56,88.42,88.42,33.5,13.2,13.2,0.0,0.0,0.0,0.0,0.0
2018-06-30,607.43,0.0,607.43,423.28,0.0,-72.84,15.42,19.56,97.9,124.11,35.14,159.25,1.32,157.93,0.0,157.93,57.58,100.35,100.35,33.5,14.98,14.98,0.0,0.0,0.0,0.0,0.0
2018-09-30,702.83,0.21,703.04,399.73,0.0,68.21,17.24,19.58,89.87,108.41,29.38,137.79,2.14,135.65,0.0,135.65,47.16,88.49,88.49,33.5,13.21,13.21,0.0,0.0,0.0,0.0,0.0
2018-12-31,781.24,0.0,781.24,577.49,0.0,-79.43,17.98,19.58,107.99,137.63,8.33,145.96,3.26,142.7,0.0,142.7,49.93,92.77,92.77,33.5,13.85,13.85,0.0,0.0,0.0,0.0,0.0
2019-03-31,964.82,0.0,964.82,615.29,0.0,-54.46,19.84,19.1,148.83,216.22,-3.76,212.46,9.74,202.72,-145.98,56.74,75.98,-19.24,-19.24,33.5,-2.87,-2.87,0.0,0.0,0.0,0.0,0.0
2019-06-30,690.31,0.0,690.31,482.15,0.0,-61.15,17.89,19.46,97.49,134.47,18.24,152.71,13.14,139.57,0.0,139.57,48.15,91.42,91.42,33.5,13.64,13.64,0.0,0.0,0.0,0.0,0.0
2019-09-30,788.1,0.0,788.1,433.67,0.0,51.54,18.99,19.65,118.04,146.21,19.59,165.8,12.46,153.34,0.0,153.34,-42.96,196.3,196.3,33.5,29.3,29.3,0.0,0.0,0.0,0.0,0.0
2019-12-31,560.42,0.0,560.42,309.8,0.0,39.46,19.1,19.73,75.68,96.65,14.96,111.61,11.52,100.09,0.0,100.09,24.04,76.05,76.05,33.5,11.35,11.35,0.0,0.0,0.0,0.0,0.0
2020-03-31,578.01,0.0,578.01,373.97,0.0,-33.57,18.76,19.91,103.6,95.34,-1.69,93.65,10.81,82.84,-450.41,-367.57,16.88,-384.45,-384.45,33.5,-57.38,-57.38,0.0,0.0,0.0,0.0,0.0
2020-06-30,456.73,0.0,456.73,280.48,0.0,-7.12,15.31,26.28,66.19,75.59,25.0,100.59,13.12,87.47,0.0,87.47,21.44,66.03,66.03,33.5,9.86,9.86,0.0,0.0,0.0,0.0,0.0
2020-09-30,578.32,0.0,578.32,273.85,0.0,75.81,16.56,26.54,81.64,103.92,27.51,131.43,12.53,118.9,0.0,118.9,28.63,90.27,90.27,33.5,13.47,13.47,0.0,0.0,0.0,0.0,0.0
2020-12-31,544.44,0.0,544.44,366.28,0.0,-11.94,16.47,26.52,86.44,60.67,22.84,83.51,11.97,71.54,0.0,71.54,2.83,68.71,68.71,33.5,10.26,10.26,0.0,0.0,0.0,0.0,0.0
2021-03-31,645.59,0.0,645.59,477.72,0.0,-94.75,18.63,26.05,117.08,100.86,15.29,116.15,10.39,105.76,-190.99,-85.23,-1.81,-83.42,-83.42,33.5,-12.45,-12.45,0.0,0.0,0.0,0.0,0.0
2021-06-30,606.01,0.0,606.01,429.63,0.0,-40.01,17.11,26.68,81.58,91.02,31.47,122.49,9.38,113.11,0.0,113.11,10.19,102.92,102.92,33.5,15.36,15.36,0.0,0.0,0.0,0.0,0.0
2021-09-30,811.39,0.0,811.39,649.23,0.0,-112.78,18.97,25.92,131.96,98.09,31.7,129.79,9.76,120.03,0.0,120.03,27.3,92.73,92.73,33.5,13.84,13.84,0.0,0.0,0.0,0.0,0.0
2021-12-31,946.79,0.0,946.79,716.27,0.0,-72.92,18.88,26.47,146.02,112.07,21.86,133.93,10.51,123.42,0.0,123.42,32.01,91.41,91.41,33.5,13.64,13.64,0.0,0.0,0.0,0.0,0.0
2022-03-31,1191.9,0.0,1191.9,774.37,0.0,78.84,16.04,27.23,163.42,132.0,3.21,135.21,10.26,124.95,0.0,124.95,31.56,93.39,93.39,33.5,13.94,13.94,0.0,0.0,0.0,0.0,0.0
2022-06-30,1057.6,0.0,1057.6,671.85,0.0,30.89,17.69,26.86,157.21,153.1,10.14,163.24,9.82,153.42,0.0,153.42,39.35,114.07,114.07,33.5,17.03,17.03,0.0,0.0,0.0,0.0,0.0
2022-09-30,1148.08,0.0,1148.08,796.22,0.0,-29.03,23.7,26.33,176.06,154.8,19.55,174.35,10.32,164.03,0.0,164.03,40.98,123.05,123.05,33.5,18.37,18.37,0.0,0.0,0.0,0.0,0.0
2022-12-31,1114.63,0.0,1114.63,663.85,0.0,82.51,21.62,26.65,164.91,155.09,16.69,171.78,7.43,164.35,0.0,164.35,40.68,123.67,123.67,67.0,9.23,9.23,0.0,0.0,0.0,0.0,0.0
2023-03-31,1623.13,0.0,1623.13,1120.2,0.0,-81.04,24.42,33.58,247.52,278.45,30.4,308.85,5.15,303.7,0.0,303.7,-6.28,309.98,309.98,67.0,23.13,23.13,0.0,0.0,0.0,0.0,0.0
2023-06-30,1222.6,0.0,1222.6,795.46,0.0,-27.96,27.48,33.94,183.74,209.94,33.4,243.34,6.59,236.75,0.0,236.75,20.98,215.77,215.77,67.0,16.1,16.1,0.0,0.0,0.0,0.0,0.0
2023-09-30,1535.35,0.0,1535.35,945.99,0.0,-9.38,27.24,25.26,238.48,307.76,29.1,336.86,0.72,336.14,0.0,336.14,80.56,255.58,255.58,67.0,19.07,19.07,0.0,0.0,0.0,0.0,0.0
2023-12-31,1430.36,0.0,1430.36,728.52,0.0,126.1,26.66,25.26,179.47,344.35,34.78,379.13,0.68,378.45,0.0,378.45,98.16,280.29,280.29,67.0,20.92,20.92,0.0,0.0,0.0,0.0,0.0
2024-03-31,1214.79,0.0,1214.79,779.65,0.0,-52.54,27.24,24.83,184.3,251.31,43.89,295.2,0.45,294.75,0.0,294.75,71.46,223.29,223.29,67.0,16.66,16.66,0.0,0.0,0.0,0.0,0.0
2024-06-30,1150.85,0.0,1150.85,789.24,0.0,5.12,30.14,24.9,200.41,101.04,64.71,165.75,0.87,164.88,0.0,164.88,28.93,135.95,135.95,67.0,10.15,10.15,0.0,0.0,0.0,0.0,0.0
2024-09-30,1291.25,0.0,1291.25,785.07,0.0,9.37,30.2,25.06,235.6,205.95,90.74,296.69,0.84,295.85,0.0,295.85,71.65,224.2,224.2,67.0,16.73,16.73,0.0,0.0,0.0,0.0,0.0
2024-12-31,1407.97,0.0,1407.97,808.16,0.0,62.85,30.42,25.19,226.55,254.8,1.57,256.37,0.51,255.86,0.0,255.86,65.69,190.17,190.17,67.0,14.19,14.19,0.0,0.0,0.0,0.0,0.0
