Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,757.52,13.77,771.29,273.73,30.41,6.88,97.78,20.88,183.68,157.93,9.16,167.09,8.88,158.21,6.38,164.59,39.5,125.09,125.09,25.23,9.92,9.92,6.82,54.09,5.11,88.23,40.5
2012-12-31,692.41,8.61,701.02,267.95,24.49,-16.28,98.25,21.58,168.23,136.8,3.97,140.77,7.4,133.37,-18.58,114.79,26.9,87.89,87.89,25.23,6.97,6.97,6.82,54.09,5.21,90.02,41.33
2013-03-31,658.64,13.07,671.71,252.53,27.22,-21.62,88.91,21.62,182.35,120.7,2.55,123.25,5.51,117.74,7.77,125.51,50.08,75.43,75.43,25.24,5.98,5.98,6.83,54.11,5.44,93.95,43.11
2013-06-30,792.53,13.03,805.56,276.2,20.24,27.39,114.35,24.11,196.36,146.91,4.45,151.36,7.13,144.23,-47.96,96.27,24.5,71.77,71.77,25.24,5.69,5.69,6.83,54.11,5.52,95.35,43.75
2013-09-30,834.27,12.43,846.7,306.46,25.56,-48.64,120.75,25.22,208.04,209.31,5.33,214.64,5.73,208.91,-39.91,169.0,39.55,129.45,129.45,25.24,10.26,10.26,6.83,54.11,5.62,97.05,44.54
2013-12-31,815.15,17.8,832.95,257.46,18.83,1.76,124.32,25.58,213.24,191.76,5.42,197.18,5.44,191.74,-2.42,189.32,50.2,139.12,139.12,25.24,11.02,11.02,6.83,54.11,5.62,97.05,44.54
2014-03-31,739.81,9.8,749.61,257.39,25.86,-41.14,118.44,25.98,206.72,156.36,6.23,162.59,6.28,156.31,18.19,174.5,37.47,137.03,137.03,25.24,10.86,10.86,6.83,54.11,5.66,97.77,44.87
2014-06-30,928.2,7.76,935.96,317.99,28.02,-3.4,138.92,37.91,223.51,193.01,6.29,199.3,5.72,193.58,2.26,195.84,50.35,145.49,145.49,25.24,11.53,11.53,6.83,54.11,5.66,97.77,44.87
2014-09-30,774.87,5.73,780.6,320.86,29.16,-79.06,137.53,39.61,237.34,95.16,8.71,103.87,15.1,88.77,0.0,88.77,27.47,61.3,61.3,25.24,4.86,4.86,6.83,54.11,5.72,98.81,45.35
2014-12-31,734.13,6.52,740.65,241.9,31.06,-0.33,134.37,41.99,212.51,79.15,6.44,85.59,17.04,68.55,0.0,68.55,27.02,41.53,41.53,25.24,3.29,3.29,6.83,54.11,5.67,97.86,44.91
2015-03-31,622.71,5.22,627.93,207.05,34.88,14.92,128.81,57.66,208.6,-23.99,14.33,-9.66,8.27,-17.93,22.5,4.57,-3.22,7.79,7.79,25.24,0.62,0.62,6.83,54.11,5.73,98.89,45.38
2015-06-30,749.08,7.01,756.09,256.35,35.34,5.58,157.41,39.99,221.28,40.14,5.7,45.84,16.5,29.34,0.0,29.34,8.42,20.92,20.92,25.24,1.66,1.66,6.83,54.11,5.73,98.89,45.38
2015-09-30,735.94,10.9,746.84,228.47,37.81,14.37,147.84,36.87,234.3,47.18,5.56,52.74,30.92,21.82,0.0,21.82,9.48,12.34,12.34,25.24,0.98,0.98,0.0,0.0,0.0,0.0,0.0
2015-12-31,674.53,11.32,685.85,221.58,29.05,0.34,148.87,39.99,196.55,49.47,4.83,54.3,9.68,44.62,0.0,44.62,18.3,26.32,26.32,25.24,2.09,2.09,0.0,0.0,0.0,0.0,0.0
