headline,link,date_str,parsed_date_iso,sentiment_score
Gandhar Oil Refinery lists over 76% premium on bourses; Should you hold or book profit?,https://www.financialexpress.com/market/gandhar-oil-refinery-lists-over-76-premium-on-bourses-should-you-hold-or-book-profit-3321480/,2023-11-30T10:59:19+05:30,2023-11-30T05:29:19,0.4404
