Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,486.91,19.79,506.7,221.32,24.21,-6.56,53.34,23.92,107.35,83.12,19.53,102.65,0.01,102.64,0.0,102.64,22.43,80.21,0.0,80.21,100.0,4.1,4.07,7.81,39.04,12.19,100.0,60.96
2013-03-31,457.57,18.22,475.79,218.48,23.48,-22.64,65.75,23.91,112.7,54.11,8.61,62.72,0.49,62.23,-13.85,48.38,10.09,38.29,0.0,38.29,100.0,1.95,1.91,7.81,39.04,12.19,100.0,60.96
2013-06-30,522.93,18.16,541.09,225.26,24.51,12.08,64.4,26.52,105.34,82.98,27.69,110.67,0.22,110.45,0.0,110.45,23.99,86.46,0.0,86.46,100.0,4.41,4.38,7.81,39.04,12.19,100.0,60.96
2013-09-30,534.17,25.24,559.41,229.9,34.0,-23.29,65.89,30.21,123.93,98.77,20.3,119.07,0.24,118.83,0.0,118.83,28.95,89.88,5.54,95.42,100.0,4.87,4.83,7.81,39.03,12.19,99.97,60.95
2013-12-31,503.44,22.86,526.3,223.41,33.72,-11.31,65.43,31.31,115.92,67.82,10.72,78.54,0.18,78.36,0.0,78.36,18.4,59.96,0.0,59.96,100.0,3.06,3.03,7.81,39.03,12.19,99.97,60.95
2014-03-31,537.57,33.86,571.43,201.69,20.47,24.69,69.35,33.94,133.05,88.24,11.1,99.34,0.25,99.09,0.0,99.09,12.35,86.74,0.0,86.74,100.0,4.42,4.37,7.81,39.03,12.19,99.97,60.95
2014-06-30,534.6,24.09,558.69,215.72,15.53,13.16,70.09,30.74,127.79,85.66,11.74,97.4,0.27,97.13,0.0,97.13,22.5,74.63,0.0,74.63,100.0,3.8,3.77,7.81,39.03,12.19,99.98,60.95
2014-09-30,538.78,28.12,566.9,271.34,22.74,-43.08,72.02,32.3,121.06,90.52,114.67,205.19,0.18,205.01,0.0,205.01,23.49,181.52,0.0,181.52,100.0,9.25,9.11,7.81,39.03,12.19,99.99,60.96
2014-12-31,507.94,24.69,532.63,243.84,21.52,-23.62,72.63,32.74,136.4,49.12,14.84,63.96,0.15,63.81,0.0,63.81,6.53,57.28,0.0,57.28,100.0,2.92,2.87,7.8,38.98,12.2,99.96,60.99
2015-03-31,560.47,22.91,583.38,225.57,28.18,14.36,69.67,32.35,142.89,70.36,13.99,84.35,0.21,84.14,-21.81,62.33,14.54,47.79,0.0,47.79,100.0,2.39,2.39,7.43,37.14,12.2,99.96,62.83
