Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,206.43,0.04,206.47,140.02,8.95,6.96,5.08,4.52,25.82,15.12,0.44,15.56,1.66,13.9,0.15,14.05,3.44,10.61,10.61,11.24,4.72,4.72,0.81,36.18,0.14,100.0,63.82
2013-03-31,261.09,0.01,261.1,178.73,16.7,-16.68,5.8,4.4,28.17,43.99,0.38,44.37,1.61,42.76,-3.52,39.24,10.03,29.22,29.22,11.24,13.0,13.0,0.81,36.18,1.43,100.0,63.82
2013-06-30,215.89,0.11,215.99,157.82,15.08,-12.85,5.54,4.86,28.67,16.88,0.77,17.64,1.77,15.88,0.07,15.95,4.06,11.89,11.89,11.24,5.29,5.29,0.81,36.18,1.43,100.0,63.82
2013-09-30,255.68,0.16,255.84,178.86,12.52,-15.55,5.63,5.11,37.25,32.02,0.77,32.78,2.09,30.7,-10.25,20.45,4.24,16.21,16.21,11.24,2.88,2.88,0.2,36.18,3.59,100.0,63.82
2013-12-31,264.96,0.14,265.1,195.19,19.35,-26.69,5.75,5.46,32.06,33.98,0.6,34.58,2.23,32.35,-8.31,24.05,2.72,21.32,21.32,11.24,1.9,1.9,4.07,36.18,7.17,100.0,63.82
2014-03-31,336.96,0.0,336.96,217.7,15.73,23.24,6.55,5.9,22.57,45.27,-0.06,45.22,2.13,43.09,-2.16,40.93,13.15,27.78,27.78,11.24,4.94,4.94,2.03,36.18,3.59,100.0,63.82
2014-06-30,270.56,0.07,270.63,191.58,13.61,-10.29,5.91,8.15,30.93,30.74,0.03,30.76,2.26,28.5,0.78,29.28,8.83,20.45,20.45,11.24,3.64,3.64,2.03,36.18,3.59,100.0,63.82
2014-09-30,303.33,0.19,303.52,211.11,19.29,-1.21,7.31,8.65,30.48,27.89,0.06,27.95,2.32,25.63,-1.73,23.9,3.21,20.69,20.69,11.24,1.84,1.84,4.07,36.18,7.17,100.0,63.82
2014-12-31,303.05,0.1,303.15,219.56,16.46,-5.64,6.72,8.79,37.02,20.24,0.75,20.99,4.77,16.22,-3.32,12.9,1.78,11.12,11.12,11.84,0.97,0.97,4.66,39.41,7.17,100.0,60.59
2015-03-31,375.16,0.19,375.35,272.63,20.32,-11.19,8.24,7.42,39.29,38.64,0.49,39.13,3.59,35.54,-5.02,30.53,13.94,16.58,16.58,11.84,1.4,1.4,4.72,39.85,7.12,100.0,60.15
2015-06-30,292.98,0.07,293.05,210.81,22.45,-24.87,7.27,8.24,37.89,31.25,0.45,31.7,2.78,28.93,-2.18,26.74,9.59,17.15,17.15,11.84,1.45,1.45,4.73,39.96,7.11,100.0,60.04
2015-09-30,322.82,0.07,322.89,267.76,16.04,-55.3,8.38,8.61,43.57,33.82,0.36,34.19,2.77,31.41,-5.77,25.65,8.97,16.68,16.68,11.84,1.41,1.41,4.73,39.96,7.11,100.0,60.04
2015-12-31,319.39,0.25,319.65,203.49,18.27,15.35,8.28,9.13,42.19,22.94,0.15,23.09,3.11,19.97,-3.06,16.91,2.25,14.67,14.67,11.98,1.24,1.24,0.0,0.0,0.0,0.0,0.0
2016-03-31,422.37,0.0,422.37,262.07,23.99,38.1,9.46,9.46,36.41,42.88,0.84,43.72,4.63,39.09,0.0,39.09,11.46,27.63,27.63,11.98,2.32,2.32,0.0,0.0,0.0,0.0,0.0
2016-06-30,317.05,0.1,317.15,215.11,22.22,-5.05,9.46,9.82,34.66,30.93,0.75,31.68,6.84,24.84,0.0,24.84,8.56,16.28,16.28,11.98,1.35,1.35,0.0,0.0,0.0,0.0,0.0
2016-09-30,334.18,0.14,334.32,215.47,17.38,6.49,10.25,10.33,42.17,32.23,1.65,33.88,2.89,30.99,0.0,30.99,9.47,21.52,21.52,11.98,1.8,1.8,0.0,0.0,0.0,0.0,0.0
2016-12-31,355.61,0.19,355.8,233.4,15.65,-1.59,10.31,10.72,46.43,40.88,1.45,42.33,5.14,37.19,0.0,37.19,12.47,24.72,24.72,11.98,2.06,2.06,0.0,0.0,0.0,0.0,0.0
2017-03-31,467.5,0.0,467.5,289.37,22.03,21.22,11.49,10.86,51.29,61.24,4.4,65.64,-0.58,66.22,0.0,66.22,22.11,44.11,44.11,11.98,3.68,3.68,0.0,0.0,0.0,0.0,0.0
2017-06-30,300.08,0.0,300.08,239.33,11.73,-52.7,12.24,11.15,50.75,27.58,2.53,30.11,4.04,26.07,0.0,26.07,8.78,17.29,17.29,11.98,1.44,1.44,0.0,0.0,0.0,0.0,0.0
2017-09-30,400.16,0.0,400.16,222.81,32.34,26.09,12.91,11.52,49.2,45.29,1.69,46.98,5.95,41.03,0.0,41.03,14.43,26.6,26.6,11.98,2.22,2.22,0.0,0.0,0.0,0.0,0.0
2017-12-31,405.17,0.0,405.17,271.64,19.93,-22.69,13.73,11.88,68.28,42.4,4.55,46.95,-0.13,47.08,0.0,47.08,15.71,31.37,31.37,11.98,2.62,2.62,0.0,0.0,0.0,0.0,0.0
2018-03-31,504.29,0.0,504.29,292.42,13.24,30.8,14.23,12.11,66.8,74.69,2.28,76.97,7.54,69.43,-2.96,66.47,22.71,43.76,43.76,11.98,3.66,3.66,0.0,0.0,0.0,0.0,0.0
2018-06-30,344.28,0.0,344.28,237.52,12.39,-31.94,16.44,12.72,52.2,44.95,3.95,48.9,10.93,37.97,0.0,37.97,13.29,24.68,24.68,11.98,2.06,2.06,0.0,0.0,0.0,0.0,0.0
2018-09-30,437.64,0.0,437.64,281.53,18.41,-9.87,16.03,13.95,58.92,58.67,1.84,60.51,9.85,50.66,0.0,50.66,17.56,33.1,33.1,11.98,2.76,2.75,0.0,0.0,0.0,0.0,0.0
2018-12-31,443.73,0.0,443.73,287.49,17.8,-9.71,19.01,14.43,52.53,62.18,2.45,64.63,0.13,64.5,0.0,64.5,22.93,41.57,41.57,11.98,3.47,3.45,0.0,0.0,0.0,0.0,0.0
2019-03-31,605.61,0.0,605.61,358.4,26.03,23.42,19.26,18.58,83.67,76.25,2.9,79.15,4.32,74.83,-1.99,72.84,25.9,46.94,46.94,11.98,3.9,3.9,0.0,0.0,0.0,0.0,0.0
2019-06-30,472.5,0.0,472.5,299.2,18.0,-4.3,25.0,20.4,61.4,52.8,5.9,58.7,6.0,52.7,0.0,52.7,18.6,34.1,34.1,12.1,2.84,2.84,0.0,0.0,0.0,0.0,0.0
2019-09-30,544.6,0.0,544.6,350.7,18.8,-26.6,27.5,22.5,74.4,77.3,2.7,80.0,7.7,72.3,0.0,72.3,2.6,69.7,69.7,15.1,4.62,4.62,0.0,0.0,0.0,0.0,0.0
2019-12-31,520.0,0.0,520.0,298.1,16.5,5.2,23.2,22.8,77.1,77.1,2.3,79.4,3.0,76.4,0.0,76.4,18.7,57.7,57.7,15.1,3.83,3.83,0.0,0.0,0.0,0.0,0.0
2020-03-31,505.7,0.0,505.7,342.0,13.8,-33.7,22.0,24.2,64.8,72.6,0.0,72.6,17.0,55.6,-2.5,53.1,13.8,39.3,39.3,15.1,2.61,2.61,0.0,0.0,0.0,0.0,0.0
2020-06-30,316.5,0.0,316.5,159.4,6.3,48.7,24.7,23.6,30.4,23.4,3.0,26.4,4.4,22.0,0.0,22.0,5.5,16.5,16.5,15.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0
2020-09-30,567.0,0.0,567.0,364.3,14.7,-26.8,27.2,23.9,72.3,91.4,3.9,95.3,-2.3,97.6,-7.0,90.6,24.5,66.1,66.1,15.1,4.38,4.38,0.0,0.0,0.0,0.0,0.0
2020-12-31,693.1,0.0,693.1,436.2,21.4,-25.5,28.0,24.2,74.5,134.3,4.5,138.8,-0.3,139.1,0.0,139.1,35.1,104.0,104.0,15.1,6.9,6.9,0.0,0.0,0.0,0.0,0.0
2021-03-31,909.7,0.0,909.7,493.3,19.9,42.7,24.4,24.5,115.7,189.2,4.1,193.3,0.6,192.7,-5.3,187.4,47.1,140.3,140.3,20.1,6.98,6.98,0.0,0.0,0.0,0.0,0.0
2021-06-30,517.2,0.0,517.2,385.1,13.3,-79.0,31.1,25.3,63.3,78.1,3.5,81.6,3.8,77.8,0.0,77.8,20.1,57.7,57.7,20.1,2.87,2.87,0.0,0.0,0.0,0.0,0.0
2021-09-30,910.0,0.0,910.0,570.4,23.3,20.3,33.5,25.9,87.1,149.5,5.8,155.3,0.5,154.8,0.0,154.8,38.9,115.9,115.9,20.1,5.77,5.77,0.0,0.0,0.0,0.0,0.0
2021-12-31,857.0,0.0,857.0,584.8,20.6,-43.6,31.9,26.5,93.6,143.2,4.4,147.6,0.5,147.1,0.0,147.1,36.6,110.5,110.5,20.1,5.5,5.5,0.0,0.0,0.0,0.0,0.0
2022-03-31,1109.4,0.0,1109.4,748.7,25.4,-5.0,33.8,27.3,119.9,159.3,13.7,173.0,4.1,168.9,-2.0,166.9,46.2,120.7,120.7,20.1,6.01,6.01,0.0,0.0,0.0,0.0,0.0
2022-06-30,899.8,0.0,899.8,599.1,26.2,-0.3,39.0,29.7,103.4,102.7,6.2,108.9,11.7,97.2,0.0,97.2,24.2,73.0,73.0,20.1,3.63,3.63,0.0,0.0,0.0,0.0,0.0
2022-09-30,1041.8,0.0,1041.8,748.0,15.7,-34.8,59.0,34.3,123.2,96.4,4.1,100.5,12.4,88.1,0.0,88.1,22.7,65.4,65.4,20.1,3.25,3.25,0.0,0.0,0.0,0.0,0.0
2022-12-31,1141.4,0.0,1141.4,726.8,19.5,19.9,63.2,34.9,136.2,140.9,3.3,144.2,7.7,136.5,0.0,136.5,35.1,101.4,101.4,20.1,5.03,5.03,0.0,0.0,0.0,0.0,0.0
2023-03-31,1360.9,0.0,1360.9,785.3,15.2,31.9,64.8,35.6,168.0,260.1,8.6,268.7,1.5,267.2,-3.3,263.9,67.3,196.6,196.6,26.9,7.32,7.32,0.0,0.0,0.0,0.0,0.0
