Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,9268.19,102.12,9370.31,2498.89,174.92,-242.99,624.42,883.86,433.94,2905.03,2092.24,35.72,2127.96,508.98,1618.98,0.0,1618.98,572.59,1046.39,1046.39,971.41,10.31,10.31,64.66,67.98,28.45,93.43,29.29
2013-03-31,10602.88,167.65,10770.53,2418.73,117.94,576.12,561.28,1035.54,460.77,2756.9,2843.25,474.74,3317.99,459.42,2858.57,-684.13,2174.44,865.23,1309.21,1309.21,971.41,13.02,13.02,64.5,67.93,28.45,93.43,29.29
2013-06-30,9363.0,92.39,9455.39,2305.51,143.07,-329.44,652.53,1002.78,459.58,2846.61,2374.75,144.21,2518.96,466.44,2052.52,0.0,2052.52,696.41,1356.11,1356.11,971.41,13.51,13.51,64.09,67.79,28.45,93.43,29.29
2013-09-30,9825.95,95.09,9921.04,2413.92,90.72,-158.62,656.88,977.33,551.03,3002.89,2386.89,325.66,2712.55,436.58,2275.97,0.0,2275.97,717.3,1558.67,1558.67,971.41,15.59,15.59,64.05,67.77,28.45,93.43,29.29
2013-12-31,10040.37,103.01,10143.38,2215.05,64.84,36.47,637.52,903.95,456.46,3349.67,2479.42,264.82,2744.24,452.92,2291.32,0.0,2291.32,772.55,1518.77,1518.77,971.41,15.18,15.18,63.78,67.69,28.45,93.43,29.29
2014-03-31,12041.92,149.3,12191.22,2743.23,54.0,296.41,617.68,797.52,461.63,3573.61,3647.14,52.95,3700.09,464.64,3235.45,-141.76,3093.69,1115.05,1978.64,1978.64,971.41,19.93,19.93,63.78,67.69,28.21,92.64,29.04
2014-06-30,10377.73,90.53,10468.26,2563.99,67.92,-343.46,721.28,1130.26,493.26,3072.41,2762.6,143.5,2906.1,492.34,2413.76,787.96,3201.72,933.74,2267.98,2267.98,971.41,22.9,22.9,64.33,67.87,27.71,91.0,28.53
2014-09-30,10700.98,84.09,10785.07,2721.71,176.27,-304.18,677.45,1143.33,474.57,3276.36,2619.56,262.39,2881.95,488.8,2393.15,1146.86,3540.01,1063.6,2476.41,2476.41,971.41,25.04,25.04,64.93,68.07,27.71,91.0,28.53
2014-12-31,9820.7,76.08,9896.78,3709.08,231.71,-662.0,536.61,1167.41,457.3,2934.06,1522.61,108.29,1630.9,462.44,1168.46,0.0,1168.46,287.82,880.64,880.64,971.41,8.61,8.61,65.0,68.1,27.71,91.0,28.53
2015-03-31,10522.68,112.21,10634.89,2713.05,212.42,564.47,634.82,1168.07,572.46,3663.16,1106.44,68.6,1175.04,532.37,642.67,-43.97,598.7,-215.39,814.09,814.09,971.41,7.94,7.94,64.88,68.06,27.71,91.0,28.53
2015-06-30,8986.78,88.53,9075.31,2329.7,236.43,-278.28,609.65,1065.74,729.09,3240.44,1142.54,51.48,1194.02,507.47,686.55,0.73,687.28,261.94,425.34,425.34,971.41,4.08,4.08,64.74,68.01,27.71,91.0,28.53
2015-09-30,9462.95,85.82,9548.77,2870.93,197.52,-141.56,584.25,1081.2,743.43,3018.75,1194.25,124.42,1318.67,433.28,885.39,-1321.51,-436.12,-147.64,-288.48,-288.48,971.41,-3.57,-3.57,0.0,0.0,0.0,0.0,0.0
2015-12-31,8953.6,79.81,9033.41,2340.6,333.35,-174.55,589.78,1130.58,736.14,3217.82,859.69,80.37,940.06,435.64,504.42,-39.7,464.72,166.37,298.35,298.35,971.41,2.77,2.77,0.0,0.0,0.0,0.0,0.0
2016-03-31,10458.55,152.63,10611.18,2158.78,224.24,665.14,0.0,1042.37,753.62,4314.0,1453.03,134.89,1587.92,471.66,1116.26,-288.8,827.46,307.02,520.44,520.44,971.41,4.91,4.91,0.0,0.0,0.0,0.0,0.0
2016-06-30,9058.24,62.24,9120.48,2307.92,264.84,-1097.05,687.06,1160.36,702.97,3575.99,1518.39,105.5,1623.89,529.19,1094.7,-155.47,939.23,363.8,575.43,575.43,971.41,5.63,5.63,0.0,0.0,0.0,0.0,0.0
