Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-06-30,11313.11,1.68,11314.79,11015.91,0.0,-1215.73,62.02,148.21,733.22,571.16,213.99,785.15,122.27,662.88,-154.19,508.69,103.17,405.52,405.52,1752.6,2.31,2.31,20.01,11.42,155.25,100.0,88.58
2015-09-30,10217.55,3.52,10221.07,8653.72,0.0,1588.96,65.29,159.27,827.34,-1073.51,240.17,-833.34,162.73,-996.07,-20.48,-1016.55,-103.17,-913.38,-913.38,1752.6,-5.21,-5.21,0.0,0.0,0.0,0.0,0.0
2015-12-31,8816.58,2.09,8818.67,8070.54,0.0,-415.81,68.56,159.56,648.83,286.99,163.65,450.64,155.48,295.16,-0.63,294.53,0.0,294.53,294.53,1752.6,1.63,1.63,0.0,0.0,0.0,0.0,0.0
2016-03-31,9284.8,8.11,9292.91,6811.44,0.0,725.75,89.56,244.75,130.25,1291.16,239.45,1530.61,149.0,1381.61,-7.69,1373.92,11.36,1362.56,1362.56,1752.6,7.77,7.77,0.0,0.0,0.0,0.0,0.0
2016-06-30,8425.86,2.96,8428.82,7458.02,0.0,-879.53,69.69,170.69,559.42,1050.53,229.53,1280.06,143.13,1136.93,0.0,1136.93,416.65,720.28,720.28,1752.6,4.11,4.11,0.0,0.0,0.0,0.0,0.0
2016-09-30,9966.39,2.56,9968.95,8877.46,0.0,105.39,68.21,168.11,132.43,617.35,92.57,709.92,111.49,598.43,0.0,598.43,182.57,415.86,415.86,1752.6,2.37,2.37,0.0,0.0,0.0,0.0,0.0
2016-12-31,11474.43,0.82,11475.25,10115.3,0.0,-312.9,72.38,170.16,452.92,977.39,63.63,1041.02,139.54,901.48,0.0,901.48,335.49,565.99,565.99,1752.6,3.23,3.23,0.0,0.0,0.0,0.0,0.0
2017-03-31,13325.76,9.1,13334.86,11037.98,0.0,798.74,141.76,170.3,-197.64,1383.72,37.47,1421.19,121.86,1299.33,1597.29,2896.62,954.2,1942.42,1942.42,1752.6,11.08,11.08,0.0,0.0,0.0,0.0,0.0
2017-06-30,10262.41,0.0,10262.41,9784.14,0.0,-685.25,95.91,163.73,484.92,418.96,20.44,439.4,107.42,331.98,0.0,331.98,97.97,234.01,234.01,1752.6,1.34,1.34,0.0,0.0,0.0,0.0,0.0
2017-09-30,9096.53,0.0,9096.53,8238.83,0.0,-167.21,97.86,170.06,18.84,738.15,82.81,820.96,105.32,715.64,-25.89,689.75,211.8,477.95,477.95,1752.6,2.73,2.73,0.0,0.0,0.0,0.0,0.0
2017-12-31,14100.98,0.0,14100.98,12427.85,0.0,-669.47,95.13,171.96,498.94,1576.57,20.19,1596.76,115.88,1480.88,0.0,1480.88,511.0,969.88,969.88,1752.6,5.53,5.53,0.0,0.0,0.0,0.0,0.0
2018-03-31,14990.66,0.0,14990.66,12797.34,0.0,755.21,128.45,161.69,265.29,882.68,77.05,959.73,111.84,847.89,0.0,847.89,305.81,542.08,542.08,1752.6,3.09,3.09,0.0,0.0,0.0,0.0,0.0
2018-06-30,13557.8,0.0,13557.8,13351.13,0.0,-1546.47,93.84,170.4,846.21,642.69,55.77,698.46,110.55,587.91,-26.18,561.73,199.77,361.96,361.96,1752.6,2.07,2.07,0.0,0.0,0.0,0.0,0.0
2018-09-30,15491.3,0.0,15491.3,14450.1,0.0,31.78,100.09,182.37,765.01,-38.05,38.13,0.08,117.29,-117.21,25.08,-92.13,-10.97,-81.16,-81.16,1752.6,-0.46,-0.46,0.0,0.0,0.0,0.0,0.0
2018-12-31,17860.57,0.0,17860.57,17116.86,0.0,1040.46,105.29,179.07,-297.3,-283.81,36.77,-247.04,99.89,-346.93,-10.25,-357.18,-89.46,-267.72,-267.72,1752.6,-1.53,-1.53,0.0,0.0,0.0,0.0,0.0
2019-03-31,15152.47,0.0,15152.47,13595.62,526.09,-87.41,129.44,224.91,172.61,591.21,24.6,615.81,144.02,471.79,-3.44,468.35,149.48,318.87,318.87,1752.6,1.82,1.82,0.0,0.0,0.0,0.0,0.0
2019-06-30,9280.53,0.0,9280.53,9203.96,329.39,3.79,107.46,190.57,84.6,-639.24,20.37,-618.87,144.09,-762.96,0.0,-762.96,-262.84,-500.12,-500.12,1752.6,-2.85,-2.85,0.0,0.0,0.0,0.0,0.0
2019-09-30,15261.74,0.0,15261.74,11710.26,871.22,341.55,107.68,200.85,2694.57,-664.39,19.38,-645.01,228.66,-873.67,0.0,-873.67,-299.22,-574.45,-574.45,1752.6,-3.28,-3.28,0.0,0.0,0.0,0.0,0.0
2019-12-31,16744.59,0.0,16744.59,13669.25,0.29,-115.46,106.43,195.75,2784.42,103.91,34.58,138.49,183.46,-44.97,0.0,-44.97,-8.33,-36.64,-36.64,1752.6,-0.21,-0.21,0.0,0.0,0.0,0.0,0.0
2020-03-31,17545.07,0.0,17545.07,12040.8,2151.18,1117.54,118.55,196.04,4039.12,-2118.16,30.71,-2087.45,186.38,-2273.83,0.0,-2273.83,-677.39,-1596.44,-1596.44,1752.6,-9.11,-9.11,0.0,0.0,0.0,0.0,0.0
2020-06-30,6408.47,0.0,6408.47,3147.85,901.56,89.47,111.33,200.1,2645.95,-687.79,25.38,-662.41,134.5,-796.91,0.0,-796.91,-277.05,-519.86,-519.86,1752.6,-2.97,-2.97,0.0,0.0,0.0,0.0,0.0
2020-09-30,6182.32,0.0,6182.32,6021.44,291.67,-453.03,111.0,209.8,-25.37,26.81,28.76,55.57,-2.65,58.22,0.0,58.22,22.38,35.84,35.84,1752.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0
2020-12-31,7951.53,0.0,7951.53,7365.32,-0.06,-176.26,112.42,225.1,503.48,-78.47,36.64,-41.83,62.38,-104.21,0.0,-104.21,-33.2,-71.01,-71.01,1752.6,-0.41,-0.41,0.0,0.0,0.0,0.0,0.0
2021-03-31,13575.94,0.0,13575.94,12872.65,0.0,-663.0,176.19,218.0,344.16,627.94,27.63,655.57,136.67,518.9,0.0,518.9,190.6,328.3,328.3,1752.6,1.87,1.87,0.0,0.0,0.0,0.0,0.0
2021-06-30,11298.05,0.0,11298.05,11069.64,0.0,-685.23,122.1,213.1,534.08,44.36,21.04,65.4,198.29,-132.89,0.0,-132.89,-46.59,-86.3,-86.3,1752.6,-0.49,-0.49,0.0,0.0,0.0,0.0,0.0
2021-09-30,13243.25,0.0,13243.25,12665.43,0.0,161.71,128.98,212.37,308.01,-233.25,22.68,-210.57,178.99,-389.56,0.0,-389.56,-147.02,-242.54,-242.54,1752.6,-1.38,-1.38,0.0,0.0,0.0,0.0,0.0
2021-12-31,20623.68,0.0,20623.68,18683.84,0.0,28.02,132.45,212.87,-34.86,1601.36,52.53,1653.89,161.28,1492.61,0.0,1492.61,523.63,968.98,968.98,1752.6,5.53,5.53,0.0,0.0,0.0,0.0,0.0
2022-03-31,24803.82,0.0,24803.82,21493.13,0.51,-665.35,259.27,220.49,775.24,2720.53,26.48,2747.01,394.04,2352.97,-30.0,2322.97,-685.21,3008.18,3008.18,1752.6,17.16,17.16,0.0,0.0,0.0,0.0,0.0
2022-06-30,32289.73,0.0,32289.73,27226.59,0.97,-864.2,175.26,295.58,1037.15,4418.38,36.73,4455.11,302.16,4152.95,0.0,4152.95,1445.44,2707.51,2707.51,1752.6,15.45,15.45,0.0,0.0,0.0,0.0,0.0
2022-09-30,24608.02,0.0,24608.02,25129.28,1.25,489.26,121.71,296.94,861.36,-2291.78,31.64,-2260.14,315.47,-2575.61,0.0,-2575.61,-786.47,-1789.14,-1789.14,1752.6,-10.21,-10.21,0.0,0.0,0.0,0.0,0.0
2022-12-31,26557.44,0.0,26557.44,24495.04,1.45,957.35,152.68,297.98,663.57,-10.63,57.3,46.67,337.66,-290.99,2.5,-288.49,-100.53,-187.96,-187.96,1752.6,-1.07,-1.07,0.0,0.0,0.0,0.0,0.0
2023-03-31,25400.91,0.0,25400.91,20532.66,1.6,697.87,248.12,296.2,430.51,3193.95,86.05,3280.0,329.97,2950.03,0.0,2950.03,1042.05,1907.98,1907.98,1752.6,10.89,10.89,0.0,0.0,0.0,0.0,0.0
2023-06-30,21173.12,0.0,21173.12,19686.76,1.3,-1293.61,149.43,294.02,560.9,1774.32,51.78,1826.1,267.29,1558.81,0.0,1558.81,546.07,1012.74,1012.74,1752.6,5.78,5.78,0.0,0.0,0.0,0.0,0.0
2023-09-30,19229.65,0.0,19229.65,15618.08,1.12,411.57,159.71,295.97,900.95,1842.25,74.45,1916.7,311.17,1605.53,0.0,1605.53,546.24,1059.29,1059.29,1752.6,6.04,6.04,0.0,0.0,0.0,0.0,0.0
2023-12-31,24676.91,0.0,24676.91,23357.35,0.89,-149.63,162.55,334.27,146.27,825.21,39.58,864.79,273.64,591.15,0.0,591.15,204.09,387.06,387.06,1752.6,2.21,2.21,0.0,0.0,0.0,0.0,0.0
2024-03-31,25328.67,0.0,25328.67,22128.39,1.47,-68.58,300.37,333.03,637.31,1996.68,39.27,2035.95,261.74,1774.21,-8.29,1765.92,629.08,1136.84,1136.84,1752.6,6.49,6.49,0.0,0.0,0.0,0.0,0.0
2024-06-30,23247.02,0.0,23247.02,23194.92,1.44,-1311.96,166.55,335.24,590.45,270.38,44.73,315.11,214.48,100.63,0.0,100.63,35.06,65.57,65.57,1752.6,0.37,0.37,0.0,0.0,0.0,0.0,0.0
2024-09-30,24967.87,0.0,24967.87,22539.05,2.54,2160.38,169.27,342.35,570.54,-816.26,59.9,-756.36,284.74,-1041.1,0.0,-1041.1,-358.78,-682.32,-682.32,1752.6,-3.89,-3.89,0.0,0.0,0.0,0.0,0.0
2024-12-31,21870.86,0.0,21870.86,20937.77,3.12,-960.15,169.78,331.51,689.2,699.63,33.32,732.95,263.6,469.35,0.0,469.35,165.16,304.19,304.19,1752.6,1.74,1.74,0.0,0.0,0.0,0.0,0.0
2025-03-31,24595.87,0.0,24595.87,22955.47,3.4,-303.55,194.65,337.92,615.95,792.03,37.78,829.81,245.43,584.38,0.0,584.38,221.24,363.14,363.14,1752.6,2.07,2.07,0.0,0.0,0.0,0.0,0.0
