Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,233.38,8.63,242.01,89.86,14.7,-6.67,16.86,26.22,5.3,64.68,31.06,3.25,34.31,0.18,34.13,0.0,34.13,10.07,24.06,24.06,27.68,4.35,4.35,2.29,41.37,3.25,100.0,58.63
2013-03-31,226.28,8.06,234.34,87.98,13.7,9.99,13.69,27.45,5.59,46.59,29.35,3.98,33.33,0.19,33.14,0.0,33.14,7.77,25.37,25.37,27.68,4.58,4.58,2.29,41.37,3.25,100.0,58.63
2013-06-30,215.78,8.96,224.74,81.58,17.13,4.55,12.07,28.11,5.85,46.5,28.95,2.5,31.45,0.08,31.37,0.0,31.37,9.66,21.71,21.71,27.68,3.92,3.92,2.29,41.33,3.25,100.0,58.67
2013-09-30,225.14,11.36,236.5,96.89,15.66,-5.44,15.0,27.1,6.46,55.01,25.82,3.81,29.63,0.15,29.48,0.0,29.48,9.16,20.32,20.32,27.68,3.67,3.67,2.27,40.97,3.27,100.0,59.03
2013-12-31,220.98,10.87,231.85,93.19,24.82,-13.32,15.86,27.93,6.83,52.87,23.67,3.49,27.16,0.12,27.04,0.0,27.04,8.5,18.54,18.54,27.68,3.35,3.35,2.27,40.97,3.27,100.0,59.03
2014-03-31,237.47,11.05,248.52,98.22,18.94,0.33,14.85,28.98,6.8,53.32,27.08,4.99,32.07,0.09,31.98,0.0,31.98,10.23,21.75,21.75,27.68,3.93,3.93,2.27,40.97,3.27,100.0,59.03
2014-06-30,249.08,11.81,260.89,98.46,23.88,-3.09,14.76,31.13,8.49,56.57,30.69,4.69,35.38,0.05,35.33,0.0,35.33,11.49,23.84,23.84,27.68,4.31,4.31,2.27,40.97,3.27,100.0,59.03
2014-09-30,282.26,1.95,284.21,108.01,19.28,4.26,14.8,33.32,9.45,64.19,30.9,5.91,36.81,0.16,36.65,0.0,36.65,11.58,25.07,25.07,27.68,4.53,4.53,2.27,40.97,3.27,100.0,59.03
2014-12-31,271.55,2.3,273.85,110.01,20.91,-6.63,15.73,30.97,8.44,61.57,32.85,4.11,36.96,0.12,36.84,0.0,36.84,11.76,25.08,25.08,27.68,4.53,4.53,2.27,40.97,3.27,100.0,59.03
2015-03-31,290.04,1.4,291.44,111.61,19.8,-3.56,15.2,35.18,8.96,68.92,35.33,5.3,40.63,0.22,40.41,0.0,40.41,13.38,27.03,27.03,27.68,4.88,4.88,2.27,40.97,3.27,100.0,59.03
2015-06-30,286.91,2.04,288.95,104.33,19.48,-0.35,16.34,35.76,8.72,71.41,33.26,5.22,38.48,0.16,38.32,0.0,38.32,12.65,25.67,25.67,27.68,4.64,4.64,2.27,40.97,3.27,100.0,59.03
