Date,Net Sales/Income from operations,Total Income From Operations,Consumption of Raw Materials,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS
2023-06-30,315.61,315.61,215.57,-12.42,39.45,7.4,260.16,-194.55,20.4,-174.15,4.17,-178.32,0.0,-178.32,11.35,-189.67,-189.67,28.61,-13.26,-13.26
2023-09-30,447.0,447.0,239.04,5.74,42.77,7.9,70.15,81.41,22.17,103.58,4.51,99.07,-18.1,80.97,28.22,52.75,52.75,28.61,3.69,3.69
2023-12-31,383.15,383.15,242.09,0.02,46.26,8.31,63.06,23.41,24.89,48.3,4.84,43.46,0.0,43.46,14.11,29.34,29.34,28.61,2.05,0.0
2024-03-31,298.35,298.35,170.53,13.1,46.8,9.09,128.45,-69.62,26.66,-42.96,4.8,-47.75,-1.29,-49.04,8.83,-57.87,-57.87,28.61,-4.04,-4.04
2024-06-30,317.28,317.28,200.9,-12.18,47.18,9.38,37.69,34.3,26.18,60.48,6.21,54.27,0.0,54.27,12.4,41.88,41.88,28.61,2.93,2.93
2024-09-30,328.35,328.35,196.47,-6.07,50.38,9.39,44.51,33.68,32.12,65.8,4.18,61.62,0.0,61.62,11.25,50.37,50.37,30.62,3.38,3.38
2024-12-31,337.41,337.41,206.62,7.85,50.34,10.68,38.56,23.34,33.84,57.19,2.29,54.89,0.0,54.89,13.72,41.17,41.17,30.62,2.69,2.69
