Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-03-31,2020.42,17.99,2038.41,1040.33,1.14,-103.82,188.51,62.66,411.79,437.8,6.27,444.07,16.21,427.86,0.0,427.86,90.85,337.01,0.0,337.01,29.2,11.55,11.55,13.44,46.03,14.76,93.65,50.54
2015-06-30,2163.14,56.48,2219.62,1105.15,0.09,-52.31,189.29,63.15,375.94,538.31,24.75,563.06,20.02,543.04,0.0,543.04,135.09,407.95,0.0,407.95,29.2,6.97,6.96,0.0,0.0,0.0,0.0,0.0
2015-09-30,2161.93,52.96,2214.89,1085.76,1.94,-16.12,195.32,65.53,395.49,486.97,2.99,489.96,41.13,448.83,0.0,448.83,107.56,341.27,0.0,341.27,58.4,5.82,5.82,0.0,0.0,0.0,0.0,0.0
2015-12-31,2339.01,62.76,2401.77,1149.86,2.73,-74.62,208.76,67.21,426.45,621.38,1.71,623.09,12.2,610.89,0.0,610.89,146.75,464.14,0.0,464.14,58.4,8.0,8.0,0.0,0.0,0.0,0.0,0.0
2016-03-31,2375.88,71.6,2447.48,1123.99,1.55,1.46,213.68,67.11,502.77,536.92,24.32,561.24,16.16,545.08,0.0,545.08,131.74,413.34,0.0,413.34,58.52,7.07,7.07,0.0,0.0,0.0,0.0,0.0
2016-06-30,2328.58,61.18,2389.76,1122.31,1.19,58.09,224.54,70.4,417.14,496.09,9.78,505.87,2.85,503.02,0.0,503.02,111.99,391.03,0.0,391.03,58.52,6.68,6.67,0.0,0.0,0.0,0.0,0.0
2016-09-30,2349.21,60.95,2410.16,1227.83,2.54,-40.43,219.45,71.25,407.68,521.84,3.23,525.07,-19.56,544.63,0.0,544.63,125.39,419.24,0.0,419.24,58.52,7.16,7.16,0.0,0.0,0.0,0.0,0.0
2016-12-31,2460.35,61.02,2521.37,1178.22,2.48,13.14,230.81,71.14,462.34,563.24,2.03,565.27,-16.87,582.14,0.0,582.14,141.12,441.02,0.0,441.02,58.52,7.53,7.53,0.0,0.0,0.0,0.0,0.0
2017-03-31,2361.39,58.7,2420.09,1119.78,5.0,0.52,252.5,73.38,462.3,506.61,51.22,557.83,9.06,548.77,0.0,548.77,93.31,455.46,0.0,455.46,58.59,7.78,7.78,0.0,0.0,0.0,0.0,0.0
2017-06-30,2131.78,56.51,2188.29,1197.9,1.1,-215.97,259.76,83.39,475.74,386.37,30.5,416.87,10.25,406.62,0.0,406.62,99.29,307.33,0.0,307.33,58.59,5.25,5.25,0.0,0.0,0.0,0.0,0.0
2017-09-30,2993.51,80.35,3073.86,1262.39,0.6,-38.82,271.31,89.61,539.14,949.63,28.83,978.46,12.02,966.44,0.0,966.44,213.61,752.83,0.0,752.83,58.59,12.85,12.85,0.0,0.0,0.0,0.0,0.0
2017-12-31,2620.35,65.93,2686.28,1241.49,1.6,11.1,283.18,90.28,484.61,574.02,33.79,607.81,13.21,594.6,0.0,594.6,150.28,444.32,0.0,444.32,58.59,7.58,7.58,0.0,0.0,0.0,0.0,0.0
2018-03-31,2296.32,58.4,2354.72,1191.49,0.42,-90.49,317.39,91.55,458.03,386.33,6.36,392.69,17.41,375.28,0.0,375.28,66.99,308.29,0.0,308.29,58.59,5.26,5.26,0.0,0.0,0.0,0.0,0.0
2018-06-30,2491.62,67.2,2558.82,1433.97,2.53,-119.13,319.29,93.66,525.4,303.1,2.82,305.92,23.87,282.05,0.0,282.05,56.93,225.12,0.0,225.12,58.59,3.84,3.84,0.0,0.0,0.0,0.0,0.0
2018-09-30,3090.38,80.01,3170.39,1608.99,7.43,-11.34,331.8,100.94,626.54,506.03,4.18,510.21,30.8,479.41,0.0,479.41,98.46,380.95,0.0,380.95,58.59,6.5,6.5,0.0,0.0,0.0,0.0,0.0
2018-12-31,3160.5,87.6,3248.1,1704.14,3.71,-22.43,349.86,109.1,614.5,489.22,136.87,626.09,41.41,584.68,0.0,584.68,121.17,463.51,0.0,463.51,58.59,7.91,7.91,0.0,0.0,0.0,0.0,0.0
2019-03-31,3196.2,84.38,3280.58,1708.2,0.58,-136.9,361.82,109.33,612.54,625.01,28.31,653.32,34.84,618.48,0.0,618.48,158.34,460.14,0.0,460.14,58.59,7.85,7.85,0.0,0.0,0.0,0.0,0.0
2019-06-30,2997.03,81.8,3078.83,1615.4,2.38,-75.72,377.56,115.15,608.8,435.26,30.14,465.4,31.95,433.45,0.0,433.45,102.95,330.5,0.0,330.5,58.59,5.64,5.64,0.0,0.0,0.0,0.0,0.0
2019-09-30,3145.12,76.54,3221.66,1586.16,1.34,38.01,374.06,117.93,590.88,513.28,33.64,546.92,24.86,522.06,0.0,522.06,123.93,398.13,0.0,398.13,58.59,6.8,6.8,0.0,0.0,0.0,0.0,0.0
2019-12-31,3258.1,87.57,3345.67,1753.23,1.11,-64.9,384.91,118.55,620.14,532.63,37.98,570.61,21.31,549.3,0.0,549.3,130.23,419.07,0.0,419.07,58.59,7.15,7.15,0.0,0.0,0.0,0.0,0.0
2020-03-31,3534.28,86.04,3620.32,1792.76,0.68,-126.92,424.94,118.85,680.27,729.74,160.61,890.35,17.46,872.89,0.0,872.89,147.85,725.04,0.0,725.04,58.59,12.37,12.37,0.0,0.0,0.0,0.0,0.0
2020-06-30,3337.25,82.45,3419.7,1791.43,5.14,-380.86,424.69,119.79,614.47,845.04,125.58,970.62,10.43,960.19,0.0,960.19,245.51,714.68,0.0,714.68,58.59,12.2,12.2,0.0,0.0,0.0,0.0,0.0
2020-09-30,4425.43,98.91,4524.34,1833.2,2.45,361.51,426.62,120.14,693.42,1087.0,48.62,1135.62,6.42,1129.2,0.0,1129.2,327.66,801.54,0.0,801.54,58.59,13.68,13.68,0.0,0.0,0.0,0.0,0.0
2020-12-31,3701.14,9.72,3710.86,1750.7,3.48,-97.45,431.08,120.63,649.3,853.12,164.97,1018.09,5.84,1012.25,0.0,1012.25,271.74,740.51,0.0,740.51,58.59,12.64,12.64,0.0,0.0,0.0,0.0,0.0
2021-03-31,4103.61,10.42,4114.03,1803.16,15.02,127.33,444.73,124.07,747.76,851.96,267.42,1119.38,5.93,1113.45,0.0,1113.45,240.87,872.58,0.0,872.58,58.59,14.89,14.89,0.0,0.0,0.0,0.0,0.0
2021-06-30,2885.64,8.11,2893.75,1543.49,5.93,-111.71,430.77,114.65,597.54,313.08,27.03,340.11,5.06,335.05,0.0,335.05,119.98,215.07,0.0,215.07,58.59,3.67,3.67,0.0,0.0,0.0,0.0,0.0
2021-09-30,2872.18,11.0,2883.18,1402.17,5.83,128.36,389.28,98.18,617.81,241.55,82.37,323.92,3.44,320.48,0.0,320.48,122.8,197.68,0.0,197.68,58.59,3.37,3.37,0.0,0.0,0.0,0.0,0.0
2021-12-31,2614.43,8.62,2623.05,1417.49,3.9,7.06,393.61,101.2,585.08,114.71,131.29,246.0,3.54,242.46,0.0,242.46,2.65,239.81,0.0,239.81,58.59,4.09,4.09,0.0,0.0,0.0,0.0,0.0
2022-03-31,2877.83,9.34,2887.17,1420.78,1.15,21.8,386.38,101.22,550.09,405.75,413.37,819.12,4.91,814.21,-74.71,739.5,-62.66,802.16,0.0,802.16,58.59,13.69,13.69,0.0,0.0,0.0,0.0,0.0
2022-06-30,2735.09,51.83,2786.92,1471.52,38.84,4.52,414.34,103.05,615.44,139.21,38.71,177.92,7.85,170.07,0.0,170.07,47.91,122.16,0.0,122.16,58.59,2.08,2.08,0.0,0.0,0.0,0.0,0.0
2022-09-30,2970.18,55.48,3025.66,1730.04,21.74,-85.69,402.47,108.8,661.2,187.1,55.86,242.96,19.2,223.76,0.0,223.76,59.13,164.63,0.0,164.63,58.59,2.81,2.81,0.0,0.0,0.0,0.0,0.0
2022-12-31,3418.47,13.79,3432.26,1988.67,13.43,-123.86,418.3,108.5,662.5,364.72,78.73,443.45,38.96,404.49,0.0,404.49,105.67,298.82,0.0,298.82,58.59,5.1,5.1,0.0,0.0,0.0,0.0,0.0
2023-03-31,3483.8,63.64,3547.44,2057.46,15.22,-260.97,406.77,115.0,637.13,576.83,288.17,865.0,48.97,816.03,0.0,816.03,171.23,644.8,0.0,644.8,58.59,11.0,11.0,0.0,0.0,0.0,0.0,0.0
2023-06-30,2363.53,27.29,2390.82,1375.26,15.53,-16.25,236.06,59.63,357.84,362.75,94.88,457.63,31.59,426.04,0.0,426.04,90.09,335.95,0.0,335.95,58.59,5.73,5.73,0.0,0.0,0.0,0.0,0.0
2023-09-30,2648.41,20.35,2668.76,1518.33,15.77,-27.12,247.51,65.79,369.09,479.39,67.08,546.47,36.69,509.78,0.0,509.78,130.13,379.65,36.09,415.74,58.59,7.1,7.1,0.0,0.0,0.0,0.0,0.0
2023-12-31,2663.87,28.16,2692.03,1465.93,155.09,-59.76,248.08,64.35,401.0,417.34,331.13,748.47,61.25,687.22,0.0,687.22,63.44,623.78,0.0,623.78,58.59,10.65,10.65,0.0,0.0,0.0,0.0,0.0
2024-03-31,2894.03,0.0,2894.03,1401.56,17.01,-13.1,248.91,64.81,464.86,709.98,122.97,832.95,53.07,779.88,0.0,779.88,201.21,578.67,0.0,578.67,58.59,9.88,9.88,0.0,0.0,0.0,0.0,0.0
2024-06-30,2460.09,0.0,2460.09,1318.18,13.6,-35.56,259.33,66.88,405.61,432.05,65.32,497.37,51.13,446.24,0.0,446.24,117.2,329.04,0.0,329.04,58.59,5.62,5.62,0.0,0.0,0.0,0.0,0.0
2024-09-30,2757.88,66.71,2824.59,1424.74,16.16,-31.25,265.48,68.16,428.58,652.72,122.66,775.38,51.63,723.75,0.0,723.75,186.22,537.53,0.0,537.53,58.08,9.21,9.21,0.0,0.0,0.0,0.0,0.0
2024-12-31,2883.56,33.07,2916.63,1506.59,19.06,-61.37,265.15,68.28,474.05,644.87,54.26,699.13,66.19,632.94,0.0,632.94,160.89,472.05,0.0,472.05,58.08,8.13,8.13,0.0,0.0,0.0,0.0,0.0
