Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,62339.84,28.9,62368.74,24092.23,32784.52,361.07,595.19,465.68,2248.42,1821.63,401.78,2223.41,575.84,1647.57,0.0,1647.57,0.0,1647.57,1647.57,723.08,22.79,22.79,32.59,45.07,39.72,100.0,54.93
2013-03-31,66282.01,28.71,66310.72,23186.66,32929.13,19.09,856.04,582.01,2738.37,5999.42,507.85,6507.27,317.19,6190.08,0.0,6190.08,1392.79,4797.29,4797.29,723.08,66.35,66.35,32.59,45.07,39.72,100.0,54.93
2013-06-30,58705.28,31.16,58736.44,22801.92,30652.64,312.85,831.42,530.47,3201.03,406.11,338.3,744.41,525.32,219.09,0.0,219.09,68.77,150.32,150.32,723.08,2.08,2.08,32.59,45.07,39.72,100.0,54.93
2013-09-30,61757.38,27.13,61784.51,28846.73,29186.55,-1816.75,668.07,538.2,3192.18,1169.53,456.81,1626.34,324.39,1301.95,0.0,1301.95,370.82,931.13,931.13,723.08,12.88,12.88,32.59,45.07,39.72,100.0,54.93
2013-12-31,64734.23,33.39,64767.62,28249.53,34496.78,472.66,605.91,559.23,1858.56,-1475.05,250.8,-1224.25,304.53,-1528.78,0.0,-1528.78,-439.84,-1088.94,-1088.94,723.08,-15.06,-15.06,32.59,45.07,39.72,100.0,54.93
2014-03-31,74736.6,35.36,74771.96,29299.25,36561.9,-999.06,790.95,618.92,2761.19,5738.81,422.75,6161.56,204.84,5956.72,0.0,5956.72,1888.35,4068.37,4068.37,723.08,56.26,56.26,32.59,45.07,39.72,100.0,54.93
2014-06-30,66749.65,40.57,66790.22,25308.7,34730.23,1928.95,790.27,557.22,2511.93,962.92,1023.24,1986.16,194.81,1791.35,0.0,1791.35,575.09,1216.26,1216.26,723.08,16.82,16.82,32.59,45.07,39.72,100.0,54.93
2014-09-30,61978.51,46.65,62025.16,29309.2,29737.8,-1595.63,578.3,633.29,2877.92,484.28,255.12,739.4,129.16,610.24,0.0,610.24,146.04,464.2,464.2,723.08,6.42,6.42,32.59,45.07,39.72,100.0,54.93
2014-12-31,57872.82,41.69,57914.51,22219.99,28080.75,3356.59,230.45,626.45,2856.71,543.57,350.49,894.06,120.06,774.0,0.0,774.0,222.84,551.16,551.16,723.08,7.62,7.62,32.59,45.07,39.72,100.0,54.93
2015-03-31,51304.28,41.84,51346.12,17586.5,24502.93,823.41,486.58,699.06,3450.65,3796.99,582.0,4378.99,139.07,4239.92,0.0,4239.92,1387.03,2852.89,2852.89,723.08,39.45,39.45,32.59,45.07,39.72,100.0,54.93
2015-06-30,52020.49,50.6,52071.09,18811.27,26198.4,-432.22,692.54,540.14,2995.12,3265.84,329.62,3595.46,116.99,3478.47,0.0,3478.47,1117.81,2360.66,2360.66,723.08,16.32,16.32,32.59,45.07,39.72,100.0,54.93
2015-09-30,46222.26,52.82,46275.08,16850.61,24816.68,-135.09,611.94,421.33,2774.98,934.63,694.33,1628.96,108.59,1520.37,0.0,1520.37,485.85,1034.52,1034.52,723.08,7.15,7.15,0.0,0.0,0.0,0.0,0.0
2015-12-31,46449.18,54.79,46503.97,14031.64,25416.91,1131.91,633.55,453.49,2797.38,2039.09,308.75,2347.84,99.04,2248.8,0.0,2248.8,703.65,1545.15,1545.15,723.08,10.68,10.68,0.0,0.0,0.0,0.0,0.0
2016-03-31,43554.5,0.0,43554.5,11313.07,24396.86,269.71,819.78,429.64,3384.97,2940.47,443.47,3383.94,240.54,3143.4,0.0,3143.4,1027.37,2116.03,2116.03,723.08,16.14,16.14,0.0,0.0,0.0,0.0,0.0
2016-06-30,46890.15,48.52,46938.67,14745.76,27076.66,-2409.66,649.29,431.49,2957.43,3487.7,364.9,3852.6,111.1,3741.5,0.0,3741.5,1121.0,2620.5,2620.5,723.08,18.12,18.12,0.0,0.0,0.0,0.0,0.0
2016-09-30,44646.41,46.31,44692.72,16533.94,24153.08,-617.75,661.53,452.38,2580.55,928.99,1022.34,1951.33,102.41,1848.92,0.0,1848.92,543.74,1305.18,1305.18,1446.17,9.03,9.03,0.0,0.0,0.0,0.0,0.0
2016-12-31,53493.16,49.54,53542.7,18224.29,28953.15,-782.81,681.85,483.61,3149.75,2832.86,551.05,3383.91,134.85,3249.06,0.0,3249.06,977.12,2271.94,2271.94,1446.17,15.71,15.71,0.0,0.0,0.0,0.0,0.0
2017-03-31,57036.48,0.0,57036.48,18206.72,34037.2,-1767.39,1436.79,523.84,2910.89,1688.43,662.39,2350.82,147.51,2203.31,0.0,2203.31,361.63,1841.68,1841.68,1311.25,14.04,14.04,0.0,0.0,0.0,0.0,0.0
2017-06-30,57125.8,0.0,57125.8,17159.04,32136.34,2468.91,808.67,589.2,3327.8,635.84,656.58,1292.42,178.86,1113.56,0.0,1113.56,369.0,744.56,744.56,1311.25,3.79,3.79,0.0,0.0,0.0,0.0,0.0
2017-09-30,53325.2,0.0,53325.2,17428.52,29192.81,-1001.19,888.65,640.6,3288.82,2886.99,800.4,3687.39,234.81,3452.58,0.0,3452.58,1095.18,2357.4,2357.4,1966.88,11.99,11.99,0.0,0.0,0.0,0.0,0.0
2017-12-31,60616.36,0.0,60616.36,21449.89,31463.64,120.18,776.58,677.43,3617.83,2510.81,727.4,3238.21,200.2,3038.01,0.0,3038.01,894.27,2143.74,2143.74,1966.88,10.9,10.9,0.0,0.0,0.0,0.0,0.0
2018-03-31,65239.31,0.0,65239.31,25430.0,32669.94,-1267.3,957.08,741.25,3728.03,2980.31,832.93,3813.24,219.38,3593.86,0.0,3593.86,920.22,2673.64,2673.64,1966.88,13.59,13.59,0.0,0.0,0.0,0.0,0.0
2018-06-30,71696.73,0.0,71696.73,28688.5,35938.71,-2304.22,875.06,739.16,4623.45,3136.07,548.03,3684.1,301.84,3382.26,0.0,3382.26,1089.0,2293.26,2293.26,1966.88,11.66,11.66,0.0,0.0,0.0,0.0,0.0
2018-09-30,72291.82,0.0,72291.82,30968.44,35649.35,-2524.5,950.31,757.1,4828.78,1662.34,538.01,2200.35,327.64,1872.71,0.0,1872.71,654.0,1218.71,1218.71,1966.88,6.2,6.2,0.0,0.0,0.0,0.0,0.0
2018-12-31,79203.11,0.0,79203.11,30998.99,38620.54,4654.13,801.95,778.14,3355.87,-6.51,932.92,926.41,336.9,589.51,0.0,589.51,94.37,495.14,495.14,1966.88,2.52,2.52,0.0,0.0,0.0,0.0,0.0
