Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,817.83,3.42,821.25,380.78,127.67,61.96,72.84,15.15,156.15,6.7,0.63,7.33,5.15,2.18,-0.7,1.48,0.5,0.98,0.98,43.29,0.23,0.23,1.15,26.7,3.17,100.0,73.3
2013-03-31,819.18,1.72,820.9,390.85,321.06,-141.98,74.48,16.49,137.36,22.64,2.07,24.71,4.94,19.77,0.0,19.77,6.45,13.32,13.32,43.29,3.08,3.08,1.15,26.7,3.17,100.0,73.3
2013-06-30,1356.8,2.74,1359.54,554.43,251.89,158.15,75.32,18.02,168.75,132.98,1.0,133.98,2.28,131.7,0.0,131.7,44.83,86.87,86.87,43.29,20.07,20.07,1.15,26.7,3.17,100.0,73.3
2013-09-30,1053.09,2.4,1055.49,630.16,282.86,-188.38,80.74,16.84,172.7,60.57,3.11,63.68,2.27,61.41,-10.43,50.98,17.61,33.37,33.37,43.29,7.71,7.71,1.15,26.7,3.17,100.0,73.3
2013-12-31,941.48,4.67,946.15,309.18,241.53,119.46,81.16,17.15,170.99,6.68,0.27,6.95,5.29,1.66,0.0,1.66,0.59,1.07,1.07,43.29,0.25,0.25,1.15,26.7,3.17,100.0,73.3
2014-03-31,1067.32,1.39,1068.71,737.81,284.36,-247.06,92.66,19.09,168.99,12.86,3.45,16.31,6.29,10.02,0.0,10.02,3.46,6.56,6.56,43.29,1.52,1.52,1.15,26.7,3.17,100.0,73.3
2014-06-30,1445.84,1.76,1447.6,670.69,378.76,39.02,85.86,24.33,181.87,67.07,1.72,68.79,14.85,53.94,0.0,53.94,1.96,51.98,51.98,43.29,12.01,12.01,1.15,26.7,3.17,100.0,73.3
2014-09-30,1205.87,2.4,1208.27,558.4,316.11,12.77,89.05,36.29,192.69,2.96,0.57,3.53,24.4,-20.87,0.0,-20.87,-0.92,-19.95,-19.95,43.29,-4.61,-4.61,1.15,26.7,3.17,100.0,73.3
2014-12-31,974.29,3.27,977.56,424.97,313.28,-47.06,83.85,38.14,194.46,-30.08,1.87,-28.21,27.21,-55.42,15.83,-39.59,0.0,-39.59,-39.59,43.29,-9.15,-9.15,1.15,26.7,3.17,100.0,73.3
2015-03-31,1068.88,3.45,1072.33,498.9,299.91,29.04,85.65,43.66,164.5,-49.33,5.74,-43.59,29.1,-72.69,13.36,-59.33,0.0,-59.33,-59.33,43.29,-13.7,-13.7,1.15,26.7,3.17,100.0,73.3
2015-06-30,1345.87,3.81,1349.68,529.5,304.46,178.1,84.2,41.74,192.34,19.34,2.62,21.96,26.84,-4.88,118.37,113.49,20.77,92.72,92.72,43.29,21.42,21.42,1.15,26.7,3.17,100.0,73.3
2015-09-30,1113.19,5.04,1118.23,528.68,459.59,-143.02,84.72,42.41,218.52,-72.67,0.33,-72.34,27.6,-99.94,20.47,-79.47,-20.77,-58.7,-58.7,43.29,-13.56,-13.56,1.15,26.7,3.17,100.0,73.3
2015-12-31,1126.26,5.44,1131.7,540.46,157.81,155.34,83.3,47.08,228.39,-80.68,0.27,-80.41,25.97,-106.38,0.0,-106.38,0.0,-106.38,-106.38,43.29,-24.57,-24.57,0.0,0.0,0.0,0.0,0.0
2016-03-31,1148.86,3.26,1152.12,433.55,423.42,-92.17,76.39,44.21,202.99,63.73,0.13,63.86,20.32,43.54,33.27,76.81,0.0,76.81,76.81,43.29,17.74,17.74,0.0,0.0,0.0,0.0,0.0
2016-06-30,1389.96,4.93,1394.89,702.28,319.07,4.64,83.27,43.28,207.99,34.36,5.4,39.76,31.5,8.26,1.55,9.81,0.0,9.81,9.81,43.29,2.27,2.27,0.0,0.0,0.0,0.0,0.0
2016-09-30,1283.98,7.93,1291.91,549.79,410.39,-8.1,80.11,41.76,207.13,10.83,0.73,11.56,29.29,-17.73,0.0,-17.73,1.66,-19.39,-19.39,43.29,-4.48,-4.48,0.0,0.0,0.0,0.0,0.0
2016-12-31,1119.56,2.93,1122.49,113.63,730.37,-28.05,85.18,43.13,216.86,-38.63,5.16,-33.47,27.76,-61.23,14.01,-47.22,0.0,-47.22,-47.22,43.29,-10.91,-10.91,0.0,0.0,0.0,0.0,0.0
2017-03-31,1272.29,3.05,1275.34,587.58,293.61,17.74,79.82,40.86,174.85,80.88,0.44,81.32,40.22,41.1,1.45,42.55,0.0,42.55,42.55,43.29,9.8,9.8,0.0,0.0,0.0,0.0,0.0
2017-06-30,1507.17,2.97,1510.14,710.37,453.08,-44.92,92.46,39.18,229.17,30.8,0.3,31.1,30.42,0.68,0.0,0.68,0.0,0.68,0.68,43.29,0.2,0.2,0.0,0.0,0.0,0.0,0.0
2017-09-30,1433.21,21.93,1455.14,689.04,302.58,72.49,88.14,40.13,188.52,74.24,2.38,76.62,34.62,42.0,131.71,173.71,0.8,172.91,172.91,43.29,39.9,39.9,0.0,0.0,0.0,0.0,0.0
2017-12-31,1269.0,9.74,1278.74,640.81,263.83,4.77,88.03,37.11,213.39,30.8,3.85,34.65,21.05,13.6,7.82,21.42,14.5,6.92,6.92,43.29,1.6,1.6,0.0,0.0,0.0,0.0,0.0
2018-03-31,1334.51,9.05,1343.56,703.61,332.66,-73.82,86.98,36.97,194.91,62.25,10.8,73.05,26.87,46.18,19.05,65.23,-0.76,65.99,65.99,43.29,15.2,15.2,0.0,0.0,0.0,0.0,0.0
2018-06-30,1620.03,7.08,1627.11,911.9,399.5,-93.71,97.58,37.21,217.47,57.16,2.22,59.38,24.3,35.08,0.0,35.08,10.63,24.45,24.45,43.29,5.6,5.6,0.0,0.0,0.0,0.0,0.0
2018-09-30,1669.37,6.2,1675.57,953.42,279.59,53.34,92.82,37.01,228.19,31.2,2.94,34.14,22.26,11.88,0.0,11.88,2.5,9.38,9.38,43.29,2.2,2.2,0.0,0.0,0.0,0.0,0.0
2018-12-31,1398.18,6.81,1404.99,803.34,282.98,6.45,97.32,37.33,226.75,-49.18,4.87,-44.31,18.94,-63.25,5.57,-57.68,-19.31,-38.37,-38.37,43.29,-8.9,-8.9,0.0,0.0,0.0,0.0,0.0
2019-03-31,1311.18,6.82,1318.0,809.35,306.17,-125.7,88.75,35.54,225.49,-21.6,3.31,-18.29,19.61,-37.9,120.49,82.59,-3.68,86.27,86.27,43.29,19.9,19.9,0.0,0.0,0.0,0.0,0.0
2019-06-30,1609.46,4.29,1613.75,936.09,447.39,-133.14,95.12,45.5,186.54,36.25,5.48,41.73,24.17,17.56,-6.31,11.25,3.05,8.2,8.2,43.29,1.9,1.9,0.0,0.0,0.0,0.0,0.0
2019-09-30,2074.33,0.0,2074.33,1036.64,632.83,32.05,90.32,45.6,206.43,30.46,6.26,36.72,22.64,14.08,-10.97,3.11,0.79,2.32,2.32,43.29,0.5,0.5,0.0,0.0,0.0,0.0,0.0
2019-12-31,2010.42,3.96,2014.38,1006.03,595.14,92.89,87.53,46.52,193.48,-7.21,3.84,-3.37,20.67,-24.04,-14.88,-38.92,-6.54,-32.38,-32.38,43.29,-7.5,-7.5,0.0,0.0,0.0,0.0,0.0
2020-03-31,1848.59,0.0,1848.59,589.46,1160.05,-261.71,87.86,42.44,197.14,33.35,12.08,45.43,15.92,29.51,-0.3,29.21,-11.16,40.37,40.37,43.29,9.3,9.3,0.0,0.0,0.0,0.0,0.0
2020-06-30,1769.7,0.0,1769.7,483.57,997.17,29.43,95.6,42.74,148.73,-27.54,1.98,-25.56,12.24,-37.8,0.0,-37.8,-8.65,-29.15,-29.15,43.29,-6.7,-6.7,0.0,0.0,0.0,0.0,0.0
2020-09-30,2395.8,0.0,2395.8,684.28,1045.0,242.59,77.56,43.01,188.67,114.69,2.61,117.3,8.55,108.75,423.61,532.36,121.38,410.98,410.98,43.29,94.9,94.9,0.0,0.0,0.0,0.0,0.0
2020-12-31,2424.35,0.0,2424.35,577.66,1468.93,-102.24,63.85,41.93,184.81,189.41,4.84,194.25,6.25,188.0,0.0,188.0,78.93,109.07,109.07,43.29,25.2,25.2,0.0,0.0,0.0,0.0,0.0
2021-03-31,2798.65,6.93,2805.58,923.27,1566.48,-247.5,101.85,42.44,242.19,176.85,4.22,181.07,10.46,170.61,-21.52,149.09,93.28,55.81,55.81,43.29,12.9,12.9,0.0,0.0,0.0,0.0,0.0
2021-06-30,3012.92,0.0,3012.92,956.06,1559.88,-54.36,92.23,41.67,169.23,248.21,3.37,251.58,3.14,248.44,0.0,248.44,51.16,197.28,197.28,43.29,45.6,45.6,0.0,0.0,0.0,0.0,0.0
2021-09-30,3405.49,0.0,3405.49,1052.96,1872.26,-97.61,89.3,42.99,259.42,186.17,3.12,189.29,6.1,183.19,0.0,183.19,45.85,137.34,137.34,43.29,31.7,31.7,0.0,0.0,0.0,0.0,0.0
2021-12-31,3291.76,0.0,3291.76,880.03,1945.38,-63.79,93.33,42.35,259.53,134.93,6.52,141.45,4.23,137.22,12.56,149.78,39.41,110.37,110.37,43.29,25.5,25.5,0.0,0.0,0.0,0.0,0.0
2022-03-31,3389.56,0.0,3389.56,983.62,1888.06,-62.56,105.79,43.56,259.57,171.52,10.99,182.51,4.0,178.51,0.0,178.51,28.66,149.85,149.85,43.29,34.6,34.6,0.0,0.0,0.0,0.0,0.0
2022-06-30,3887.79,0.0,3887.79,1297.27,2170.15,-271.64,88.22,44.57,293.14,266.08,3.29,269.37,5.23,264.14,0.0,264.14,67.39,196.75,196.75,43.29,45.5,45.5,0.0,0.0,0.0,0.0,0.0
2022-09-30,3581.99,0.0,3581.99,1252.56,1645.88,126.11,94.4,45.11,275.31,142.62,10.01,152.63,3.66,148.97,0.0,148.97,35.86,113.11,113.11,43.29,26.1,26.1,0.0,0.0,0.0,0.0,0.0
2022-12-31,2898.1,0.0,2898.1,982.89,1314.28,187.67,93.65,45.86,264.92,8.83,11.98,20.81,2.75,18.06,0.0,18.06,7.42,10.64,10.64,43.29,2.5,2.5,0.0,0.0,0.0,0.0,0.0
2023-03-31,3276.89,0.0,3276.89,1178.92,1828.9,-236.15,115.84,46.54,255.81,87.03,12.16,99.19,2.27,96.92,15.31,112.23,29.84,82.39,82.39,43.29,19.0,19.0,0.0,0.0,0.0,0.0,0.0
2023-06-30,3374.65,0.0,3374.65,1317.1,1534.06,-37.71,99.01,46.71,264.37,151.11,8.59,159.7,7.83,151.87,0.0,151.87,39.19,112.68,112.68,43.29,26.0,26.0,0.0,0.0,0.0,0.0,0.0
2023-09-30,3706.6,0.0,3706.6,1070.91,1757.06,281.01,98.26,47.44,265.47,186.45,15.98,202.43,2.16,200.27,0.0,200.27,51.17,149.1,149.1,43.29,34.5,34.5,0.0,0.0,0.0,0.0,0.0
2023-12-31,3326.26,0.0,3326.26,961.0,1603.18,187.41,92.18,48.8,270.01,163.68,26.51,190.19,2.79,187.4,0.0,187.4,47.34,140.06,140.06,43.29,32.3,32.3,0.0,0.0,0.0,0.0,0.0
2024-03-31,3359.97,0.0,3359.97,1187.67,1943.94,-384.47,102.69,48.26,264.42,197.46,24.7,222.16,2.75,219.41,0.0,219.41,57.9,161.51,161.51,43.29,37.3,37.3,0.0,0.0,0.0,0.0,0.0
2024-06-30,3966.9,0.0,3966.9,1445.45,2345.17,-579.91,102.82,46.77,340.94,265.66,22.03,287.69,4.82,282.87,13.78,296.65,76.07,220.58,220.58,43.29,51.0,51.0,0.0,0.0,0.0,0.0,0.0
2024-09-30,4247.72,0.0,4247.72,1490.31,1929.77,228.19,106.45,45.12,292.09,155.79,18.36,174.15,2.95,171.2,0.0,171.2,43.26,127.94,127.94,43.29,29.6,29.6,0.0,0.0,0.0,0.0,0.0
2024-12-31,3758.67,0.0,3758.67,1037.23,1862.32,283.86,105.52,47.61,299.27,122.86,19.12,141.98,4.24,137.74,0.0,137.74,34.16,103.58,103.58,43.29,23.9,23.9,0.0,0.0,0.0,0.0,0.0
2025-03-31,3189.06,0.0,3189.06,1128.58,2227.5,-614.82,101.96,38.29,282.59,24.96,20.16,45.12,3.54,41.58,22.75,64.33,17.23,47.1,47.1,43.29,10.9,10.9,0.0,0.0,0.0,0.0,0.0
