Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-06-30,634.49,17.21,651.7,135.43,182.59,-38.06,108.05,4.92,152.56,106.21,39.88,146.09,0.0,146.09,-2.39,143.7,49.69,94.01,0.0,94.01,84.7,11.1,11.1,2.12,25.0,6.35,100.0,75.0
2015-09-30,699.95,17.58,717.53,147.47,214.11,-61.47,112.9,5.33,176.42,122.77,31.34,154.11,0.0,154.11,-7.84,146.27,50.72,95.55,0.0,95.55,84.7,11.3,11.3,0.0,0.0,0.0,0.0,0.0
2015-12-31,730.4,20.29,750.69,179.98,166.87,-6.83,114.07,7.81,188.52,100.27,26.47,126.74,0.0,126.74,-3.3,123.44,44.51,78.93,0.0,78.93,84.7,9.3,9.3,0.0,0.0,0.0,0.0,0.0
2016-03-31,688.18,18.11,706.29,169.28,176.37,-38.12,108.35,6.89,160.96,122.56,24.13,146.69,0.0,146.69,15.84,162.53,56.49,106.04,0.0,106.04,84.7,12.5,12.5,0.0,0.0,0.0,0.0,0.0
2016-06-30,685.21,20.12,705.33,161.17,213.52,-60.39,118.04,5.37,182.64,84.98,24.02,109.0,0.0,109.0,1.82,110.82,38.55,72.27,0.0,72.27,84.7,8.5,8.5,0.0,0.0,0.0,0.0,0.0
2016-09-30,782.86,16.26,799.12,142.04,170.53,48.91,126.99,6.58,169.91,134.16,18.08,152.24,0.0,152.24,0.16,152.4,53.55,98.85,0.0,98.85,84.7,11.7,11.7,0.0,0.0,0.0,0.0,0.0
2016-12-31,689.29,17.09,706.38,94.5,150.15,112.41,120.34,6.61,176.87,45.5,14.77,60.27,0.0,60.27,17.89,78.16,25.21,52.95,0.0,52.95,84.7,6.3,6.3,0.0,0.0,0.0,0.0,0.0
2017-03-31,763.43,20.25,783.68,125.87,256.5,-21.44,117.64,7.79,168.37,128.95,14.89,143.84,0.0,143.84,25.86,169.7,56.99,112.71,0.0,112.71,84.7,13.3,13.3,0.0,0.0,0.0,0.0,0.0
2017-06-30,586.79,20.3,607.09,173.39,151.1,-53.54,132.14,7.52,184.32,12.16,13.66,25.82,0.0,25.82,12.64,38.46,12.04,26.42,0.0,26.42,84.7,3.1,3.1,0.0,0.0,0.0,0.0,0.0
2017-09-30,836.26,0.0,836.26,103.38,254.19,18.96,135.65,7.73,131.99,184.36,9.61,193.97,0.0,193.97,5.16,199.13,68.81,130.32,0.0,130.32,84.7,15.4,15.4,0.0,0.0,0.0,0.0,0.0
2017-12-31,703.91,0.0,703.91,38.2,185.48,56.53,123.91,13.38,157.98,128.43,11.95,140.38,0.0,140.38,0.0,140.38,50.69,89.69,0.0,89.69,84.7,10.6,10.6,0.0,0.0,0.0,0.0,0.0
2018-03-31,748.62,0.0,748.62,195.3,197.65,-79.89,131.7,9.36,149.0,145.5,18.3,163.8,0.19,163.61,0.0,163.61,58.06,105.55,0.0,105.55,84.7,12.46,12.46,0.0,0.0,0.0,0.0,0.0
2018-06-30,735.65,0.0,735.65,178.48,127.55,10.71,125.98,11.36,152.56,129.01,17.78,146.79,0.2,146.59,-8.28,138.31,49.72,88.59,0.0,88.59,84.7,10.46,10.46,0.0,0.0,0.0,0.0,0.0
2018-09-30,816.31,0.0,816.31,150.43,191.39,7.3,139.53,11.51,162.5,153.65,14.82,168.47,0.22,168.25,-11.79,156.46,55.69,100.77,0.0,100.77,169.4,5.95,5.95,0.0,0.0,0.0,0.0,0.0
2018-12-31,825.35,0.0,825.35,184.91,226.77,-29.1,125.55,12.04,179.9,125.28,16.42,141.7,0.05,141.65,28.13,169.78,56.81,112.97,0.0,112.97,169.4,6.67,6.67,0.0,0.0,0.0,0.0,0.0
2019-03-31,751.22,0.0,751.22,168.25,100.18,36.66,146.14,13.68,136.36,149.95,52.46,202.41,0.08,202.33,-3.17,199.16,76.13,123.03,0.0,123.03,169.41,7.26,7.26,0.0,0.0,0.0,0.0,0.0
2019-06-30,788.02,0.0,788.02,169.04,298.95,-137.2,142.81,19.06,148.94,146.42,30.54,176.96,0.93,176.03,0.0,176.03,62.57,113.46,0.0,113.46,169.41,6.7,6.7,0.0,0.0,0.0,0.0,0.0
2019-09-30,882.1,0.0,882.1,94.56,130.05,145.26,147.47,22.7,170.52,171.54,15.61,187.15,0.92,186.23,401.14,587.37,84.58,502.79,0.0,502.79,169.41,29.68,29.68,0.0,0.0,0.0,0.0,0.0
2019-12-31,778.68,0.0,778.68,112.45,238.64,-23.34,166.69,18.33,159.59,106.32,16.25,122.57,2.98,119.59,-736.9,-617.31,26.83,-644.14,0.0,-644.14,169.41,-38.02,-38.02,0.0,0.0,0.0,0.0,0.0
2020-03-31,775.88,0.0,775.88,98.33,201.28,-20.15,171.58,22.59,150.76,151.49,15.16,166.65,1.51,165.14,11.27,176.41,38.47,137.94,0.0,137.94,169.41,8.14,8.14,0.0,0.0,0.0,0.0,0.0
2020-06-30,648.65,0.0,648.65,106.72,148.42,2.19,151.92,21.77,125.05,92.58,57.79,150.37,1.08,149.29,0.0,149.29,38.33,110.96,0.0,110.96,169.41,6.55,6.55,0.0,0.0,0.0,0.0,0.0
2020-09-30,879.39,0.0,879.39,145.61,246.87,-25.01,154.01,21.96,152.89,183.06,8.92,191.98,0.88,191.1,-64.13,126.97,50.47,76.5,0.0,76.5,169.41,4.52,4.52,0.0,0.0,0.0,0.0,0.0
2020-12-31,858.42,0.0,858.42,68.33,259.02,23.9,159.21,17.71,141.17,189.08,13.87,202.95,0.94,202.01,10.53,212.54,55.19,157.35,0.0,157.35,169.41,9.29,9.29,0.0,0.0,0.0,0.0,0.0
2021-03-31,807.27,0.0,807.27,131.98,225.8,-28.61,149.55,17.85,159.76,150.94,29.61,180.55,0.63,179.92,-119.0,60.92,48.18,12.74,0.0,12.74,169.41,0.75,0.75,0.0,0.0,0.0,0.0,0.0
2021-06-30,773.46,0.0,773.46,167.14,141.29,-13.59,167.79,17.71,160.14,132.98,31.73,164.71,0.79,163.92,0.0,163.92,43.52,120.4,0.0,120.4,169.41,7.11,7.11,0.0,0.0,0.0,0.0,0.0
2021-09-30,991.53,0.0,991.53,145.11,220.62,17.84,160.01,17.6,173.56,256.79,15.05,271.84,0.35,271.49,0.0,271.49,68.84,202.65,0.0,202.65,169.41,11.96,11.96,0.0,0.0,0.0,0.0,0.0
2021-12-31,807.98,0.0,807.98,106.98,213.79,-10.47,142.39,17.87,158.63,178.79,10.5,189.29,0.58,188.71,-17.92,170.79,33.23,137.56,12.07,149.63,169.41,8.83,8.83,0.0,0.0,0.0,0.0,0.0
2022-03-31,791.92,0.0,791.92,133.15,184.1,18.35,140.04,15.35,142.86,158.07,18.94,177.01,0.27,176.74,29.5,206.24,262.11,-55.87,1273.71,1217.84,169.41,71.89,71.89,0.0,0.0,0.0,0.0,0.0
2022-06-30,729.46,0.0,729.46,138.14,271.6,-136.86,151.22,15.82,157.43,132.11,27.79,159.9,0.68,159.22,0.0,159.22,43.59,115.63,3.05,118.68,169.41,7.01,7.01,0.0,0.0,0.0,0.0,0.0
2022-09-30,905.61,0.0,905.61,117.39,214.42,20.0,141.94,16.36,154.94,240.56,22.16,262.72,0.39,262.33,0.0,262.33,68.77,193.56,0.0,193.56,169.41,11.42,11.42,0.0,0.0,0.0,0.0,0.0
2022-12-31,799.11,0.0,799.11,43.12,124.62,114.77,152.99,16.41,135.81,211.39,23.6,234.99,0.09,234.9,-11.37,223.53,59.5,164.03,0.0,164.03,169.41,9.68,9.68,0.0,0.0,0.0,0.0,0.0
2023-03-31,782.16,0.0,782.16,95.7,177.79,69.34,148.84,17.18,123.73,149.58,27.97,177.55,0.65,176.9,10.4,187.3,55.82,131.48,0.0,131.48,169.41,7.28,7.77,0.0,0.0,0.0,0.0,0.0
2023-06-30,738.02,0.0,738.02,145.47,174.2,-44.38,165.0,16.36,156.48,124.89,36.8,161.69,0.28,161.41,17.3,178.71,48.13,130.58,0.0,130.58,169.41,6.94,7.71,0.0,0.0,0.0,0.0,0.0
2023-09-30,953.38,0.0,953.38,79.71,260.62,9.71,145.21,18.11,171.55,268.47,28.47,296.94,0.43,296.51,0.0,296.51,80.97,215.54,0.0,215.54,169.41,12.72,12.72,0.0,0.0,0.0,0.0,0.0
2023-12-31,804.98,0.0,804.98,87.52,162.52,63.93,141.35,17.11,132.15,200.4,28.34,228.74,0.32,228.42,-163.31,65.11,19.62,45.49,0.0,45.49,169.41,9.88,2.69,0.0,0.0,0.0,0.0,0.0
2024-03-31,910.87,0.0,910.87,192.29,255.74,-98.9,172.83,18.1,133.6,237.21,29.87,267.08,0.77,266.31,2.4,268.71,75.63,193.08,0.0,193.08,169.41,11.29,11.39,0.0,0.0,0.0,0.0,0.0
2024-06-30,811.0,0.0,811.0,133.33,172.74,-13.26,151.28,16.41,137.49,213.01,35.85,248.86,0.37,248.49,0.0,248.49,66.84,181.65,0.0,181.65,169.41,10.72,10.72,0.0,0.0,0.0,0.0,0.0
2024-09-30,1000.05,0.0,1000.05,137.25,216.74,22.62,150.71,16.86,153.78,302.09,32.19,334.28,0.27,334.01,4.69,338.7,90.01,248.69,0.0,248.69,169.41,14.68,14.68,0.0,0.0,0.0,0.0,0.0
2024-12-31,946.36,0.0,946.36,91.93,164.23,95.28,124.74,18.8,180.0,271.38,35.06,306.44,0.09,306.35,0.0,306.35,77.77,228.58,0.0,228.58,169.41,13.49,13.49,0.0,0.0,0.0,0.0,0.0
2025-03-31,966.08,0.0,966.08,108.35,291.4,-53.41,152.97,14.72,136.03,316.02,39.46,355.48,0.58,354.9,0.0,354.9,94.76,260.14,0.0,260.14,169.41,15.35,15.35,0.0,0.0,0.0,0.0,0.0
