Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,656.69,5.91,662.6,92.71,175.03,12.58,76.94,4.58,108.08,192.68,41.74,234.42,0.0,234.42,-29.69,204.73,66.22,138.51,0.0,138.51,84.7,16.4,16.4,4.18,49.3,4.29,100.0,50.7
2013-03-31,632.14,4.74,636.88,113.06,186.63,-26.31,79.08,4.17,116.8,163.45,76.96,240.41,0.0,240.41,-1.56,238.85,69.84,169.01,0.0,169.01,84.7,20.0,20.0,4.18,49.3,4.29,100.0,50.7
2013-06-30,636.86,8.51,645.37,136.6,117.22,41.95,99.11,4.98,128.33,117.18,36.85,154.03,0.0,154.03,20.07,174.1,59.06,115.04,0.0,115.04,84.7,13.5,13.5,4.18,49.3,4.29,100.0,50.7
2013-09-30,620.54,6.11,626.65,149.12,203.79,-78.06,95.09,4.96,142.65,109.1,39.37,148.47,0.0,148.47,-0.77,147.7,46.75,100.95,0.0,100.95,84.7,11.9,11.9,4.18,49.3,4.29,100.0,50.7
2013-12-31,630.63,6.62,637.25,139.79,162.36,11.67,88.77,5.77,116.42,112.47,47.79,160.26,0.0,160.26,8.41,168.67,51.79,116.88,0.0,116.88,84.7,13.8,13.8,4.18,49.3,4.29,100.0,50.7
2014-03-31,599.85,10.0,609.85,127.03,152.5,14.86,83.68,4.25,124.18,103.35,44.88,148.23,0.0,148.23,0.0,148.23,51.69,96.54,0.0,96.54,84.7,11.4,11.4,2.12,25.0,6.35,100.0,75.0
2014-06-30,654.96,4.84,659.8,133.82,205.45,-21.77,102.51,5.01,125.58,109.2,39.84,149.04,0.0,149.04,0.0,149.04,50.75,98.29,0.0,98.29,84.7,11.6,11.6,2.12,25.0,6.35,100.0,75.0
2014-09-30,738.98,7.78,746.76,177.04,141.86,24.69,99.5,5.49,138.73,159.45,35.7,195.15,0.0,195.15,0.0,195.15,66.48,128.67,0.0,128.67,84.7,15.2,15.2,2.12,25.0,6.35,100.0,75.0
2014-12-31,646.15,4.71,650.86,164.47,156.84,-34.69,105.97,5.85,143.6,108.82,37.77,146.59,0.0,146.59,-46.07,100.52,55.22,45.3,0.0,45.3,84.7,5.3,5.3,2.12,25.0,6.35,100.0,75.0
2015-03-31,613.47,6.84,620.31,124.38,123.24,15.52,101.36,4.75,130.04,121.02,40.48,161.5,0.0,161.5,-5.81,155.69,52.84,102.85,0.0,102.85,84.7,12.1,12.1,2.12,25.0,6.35,100.0,75.0
